token	pos	chunk	NER	previous	following	capitals
that	WDT	B-NP	O	scandals	included	NC
included	VBD	I-VP	O	that	the	NC
the	DT	I-NP	O	included	indictment	NC
indictment	NN	I-NP	O	the	of	NC
of	IN	I-PP	O	indictment	three	NC
three	CD	I-NP	O	of	officers	NC
officers	NNS	I-NP	O	three	for	NC
for	IN	I-PP	O	officers	links	NC
links	NNS	I-NP	O	for	to	NC
to	TO	I-PP	O	links	the	NC
the	DT	I-NP	O	to	1994	NC
1994	CD	I-NP	O	the	bombing	NC
bombing	NN	I-NP	O	1994	of	NC
of	IN	I-PP	O	bombing	a	NC
a	DT	I-NP	O	of	Jewish	NC
Jewish	JJ	I-NP	MISC	a	community	C
community	NN	I-NP	O	Jewish	centre	NC
centre	NNS	I-NP	O	community	and	NC
and	CC	O	O	centre	the	NC
the	DT	I-NP	O	and	arrest	NC
arrest	NN	I-NP	O	the	of	NC
of	IN	I-PP	O	arrest	an	NC
an	DT	I-NP	O	of	entire	NC
entire	JJ	I-NP	O	an	drugs	NC
drugs	NNS	I-NP	O	entire	squad	NC
squad	NN	B-NP	O	drugs	for	NC
for	IN	I-PP	O	squad	drug	NC
drug	NN	I-NP	O	for	trafficking	NC
trafficking	NN	I-NP	O	drug	.	NC
.	.	O	O	trafficking	Alberto	NC
Alberto	NNP	I-NP	PER	.	Piotti	C
Piotti	NNP	I-NP	PER	Alberto	,	C
,	,	O	O	Piotti	security	NC
security	NN	I-NP	O	,	chief	NC
chief	NN	I-NP	O	security	of	NC
of	IN	I-PP	O	chief	Buenos	NC
Buenos	NNP	I-NP	LOC	of	Aires	C
Aires	NNP	I-NP	LOC	Buenos	province	C
province	NN	I-NP	O	Aires	,	NC
,	,	O	O	province	told	NC
told	VBD	I-VP	O	,	local	NC
local	JJ	I-NP	O	told	television	NC
television	NN	I-NP	O	local	that	NC
that	IN	I-SBAR	O	television	3,600	NC
3,600	CD	I-NP	O	that	dishonest	NC
dishonest	JJ	I-NP	O	3,600	officers	NC
officers	NNS	I-NP	O	dishonest	had	NC
had	VBD	I-VP	O	officers	been	NC
been	VBN	I-VP	O	had	purged	NC
purged	VBN	I-VP	O	been	from	NC
from	IN	I-PP	O	purged	the	NC
the	DT	I-NP	O	from	force	NC
force	NN	I-NP	O	the	's	NC
's	POS	B-NP	O	force	ranks	NC
ranks	NNS	I-NP	O	's	in	NC
in	IN	I-PP	O	ranks	the	NC
the	DT	I-NP	O	in	past	NC
past	JJ	I-NP	O	the	five	NC
five	CD	I-NP	O	past	years	NC
years	NNS	I-NP	O	five	.	NC
.	.	O	O	years	""""	NC
""""	""""	O	O	.	It	NC
It	PRP	I-NP	O	""""	is	C
is	VBZ	I-VP	O	It	an	NC
an	DT	I-NP	O	is	ongoing	NC
ongoing	JJ	I-NP	O	an	task	NC
task	NN	I-NP	O	ongoing	.	NC
.	.	O	O	task	And	NC
And	CC	O	O	.	these	C
these	DT	I-NP	O	And	investigations	NC
investigations	NNS	I-NP	O	these	into	NC
into	IN	I-PP	O	investigations	police	NC
police	NN	I-NP	O	into	corruption	NC
corruption	NN	I-NP	O	police	are	NC
are	VBP	I-VP	O	corruption	only	NC
only	JJ	I-NP	O	are	possible	NC
possible	JJ	I-ADJP	O	only	because	NC
because	IN	I-SBAR	O	possible	there	NC
there	EX	I-NP	O	because	are	NC
are	VBP	I-VP	O	there	people	NC
people	NNS	I-NP	O	are	brave	NC
brave	JJ	I-NP	O	people	enough	NC
enough	RB	I-ADJP	O	brave	to	NC
to	TO	I-VP	O	enough	denounce	NC
denounce	VB	I-VP	O	to	them	NC
them	PRP	I-NP	O	denounce	,	NC
,	,	O	O	them	""""	NC
""""	""""	O	O	,	Piotti	NC
Piotti	NNP	I-NP	PER	""""	said	C
said	VBD	I-VP	O	Piotti	,	NC
,	,	O	O	said	promising	NC
promising	VBG	I-VP	O	,	a	NC
a	DT	I-NP	O	promising	major	NC
major	JJ	I-NP	O	a	overhaul	NC
overhaul	NN	I-NP	O	major	of	NC
of	IN	I-PP	O	overhaul	the	NC
the	DT	I-NP	O	of	provincial	NC
provincial	JJ	I-NP	O	the	police	NC
police	NN	I-NP	O	provincial	next	NC
next	IN	B-NP	O	police	month	NC
month	NN	I-NP	O	next	.	NC
.	.	O	O	month	Brazil	NC
Brazil	NNP	I-NP	LOC	.	gov't	C
gov't	MD	I-VP	O	Brazil	set	NC
set	VB	I-VP	O	gov't	to	NC
to	TO	I-VP	O	set	send	NC
send	VB	I-VP	O	to	1997	NC
1997	CD	I-NP	O	send	budget	NC
budget	NN	I-NP	O	1997	to	NC
to	TO	I-PP	O	budget	Congress	NC
Congress	NNP	I-NP	ORG	to	.	C
.	.	O	O	Congress	BRASILIA	NC
BRASILIA	NNP	I-NP	LOC	.	1996-08-29	C
1996-08-29	CD	I-NP	O	BRASILIA	Brazilian	NC
Brazilian	JJ	I-NP	MISC	1996-08-29	Planning	C
Planning	NNP	I-NP	O	Brazilian	Minister	C
Minister	NNP	I-NP	O	Planning	Antonio	C
Antonio	NNP	I-NP	PER	Minister	Kandir	C
Kandir	NNP	I-NP	PER	Antonio	will	C
will	MD	I-VP	O	Kandir	submit	NC
submit	VB	I-VP	O	will	to	NC
to	TO	I-PP	O	submit	a	NC
a	DT	I-NP	O	to	draft	NC
draft	NN	I-NP	O	a	copy	NC
copy	NN	I-NP	O	draft	of	NC
of	IN	I-PP	O	copy	the	NC
the	DT	I-NP	O	of	1997	NC
1997	CD	I-NP	O	the	federal	NC
federal	JJ	I-NP	O	1997	budget	NC
budget	NN	I-NP	O	federal	to	NC
to	TO	I-PP	O	budget	Congress	NC
Congress	NNP	I-NP	ORG	to	on	C
on	IN	I-PP	O	Congress	Thursday	NC
Thursday	NNP	I-NP	O	on	,	C
,	,	O	O	Thursday	a	NC
a	DT	I-NP	O	,	ministry	NC
ministry	NN	I-NP	O	a	spokeswoman	NC
spokeswoman	NN	I-NP	O	ministry	said	NC
said	VBD	I-VP	O	spokeswoman	.	NC
.	.	O	O	said	Congress	NC
Congress	NNP	I-NP	ORG	.	is	C
is	VBZ	I-VP	O	Congress	constitutionally	NC
constitutionally	RB	I-NP	O	is	obliged	NC
obliged	JJ	I-ADJP	O	constitutionally	to	NC
to	TO	I-VP	O	obliged	approve	NC
approve	VB	I-VP	O	to	the	NC
the	DT	I-NP	O	approve	budget	NC
budget	NN	I-NP	O	the	by	NC
by	IN	I-PP	O	budget	the	NC
the	DT	I-NP	O	by	end	NC
end	NN	I-NP	O	the	of	NC
of	IN	I-PP	O	end	year	NC
year	NN	I-NP	O	of	but	NC
but	CC	O	O	year	regularly	NC
regularly	RB	I-VP	O	but	fails	NC
fails	VBZ	I-VP	O	regularly	to	NC
to	TO	I-VP	O	fails	meet	NC
meet	VB	I-VP	O	to	that	NC
that	DT	I-NP	O	meet	requirement	NC
requirement	NN	I-NP	O	that	.	NC
.	.	O	O	requirement	Mexico	NC
Mexico	NNP	I-NP	LOC	.	same-day	C
same-day	JJ	I-NP	O	Mexico	Cetes	NC
Cetes	NNS	I-NP	MISC	same-day	rates	C
rates	NNS	I-NP	O	Cetes	rise	NC
rise	NN	I-NP	O	rates	on	NC
on	IN	I-PP	O	rise	nervousness	NC
nervousness	NN	I-NP	O	on	.	NC
.	.	O	O	nervousness	MEXICO	NC
MEXICO	NNP	I-NP	LOC	.	CITY	C
CITY	NNP	I-NP	LOC	MEXICO	1996-08-29	C
1996-08-29	CD	I-NP	O	CITY	Mexico	NC
Mexico	NNP	I-NP	LOC	1996-08-29	's	C
's	POS	B-NP	O	Mexico	same-day	NC
same-day	JJ	I-NP	O	's	Cetes	NC
Cetes	NNS	I-NP	MISC	same-day	rates	C
rates	NNS	I-NP	O	Cetes	rose	NC
rose	VBD	I-VP	O	rates	50	NC
50	CD	I-NP	O	rose	basis	NC
basis	NN	I-NP	O	50	points	NC
points	NNS	I-NP	O	basis	to	NC
to	TO	I-PP	O	points	24.25	NC
24.25	CD	I-NP	O	to	percent	NC
percent	NN	I-NP	O	24.25	on	NC
on	IN	I-PP	O	percent	nervousness	NC
nervousness	NN	I-NP	O	on	over	NC
over	IN	I-PP	O	nervousness	a	NC
a	DT	I-NP	O	over	new	NC
new	JJ	I-NP	O	a	round	NC
round	NN	I-NP	O	new	of	NC
of	IN	I-PP	O	round	attacks	NC
attacks	NNS	I-NP	O	of	by	NC
by	IN	I-PP	O	attacks	guerrillas	NC
guerrillas	NNS	I-NP	O	by	in	NC
in	IN	I-PP	O	guerrillas	two	NC
two	CD	I-NP	O	in	southern	NC
southern	JJ	I-NP	O	two	states	NC
states	NNS	I-NP	O	southern	,	NC
,	,	O	O	states	dealers	NC
dealers	NNS	I-NP	O	,	said	NC
said	VBD	I-VP	O	dealers	.	NC
.	.	O	O	said	""""	NC
""""	""""	O	O	.	There	NC
There	EX	I-NP	O	""""	are	C
are	VBP	I-VP	O	There	people	NC
people	NNS	I-NP	O	are	who	NC
who	WP	B-NP	O	people	are	NC
are	VBP	I-VP	O	who	taking	NC
taking	VBG	I-VP	O	are	advantage	NC
advantage	NN	I-NP	O	taking	of	NC
of	IN	I-PP	O	advantage	the	NC
the	DT	I-NP	O	of	news	NC
news	NN	I-NP	O	the	to	NC
to	TO	I-VP	O	news	put	NC
put	VB	I-VP	O	to	pressure	NC
pressure	NN	I-NP	O	put	on	NC
on	IN	I-PP	O	pressure	rates	NC
rates	NNS	I-NP	O	on	,	NC
,	,	O	O	rates	however	NC
however	RB	I-ADVP	O	,	,	NC
,	,	O	O	however	there	NC
there	EX	I-NP	O	,	are	NC
are	VBP	I-VP	O	there	enough	NC
enough	JJ	I-NP	O	are	players	NC
players	NNS	I-NP	O	enough	who	NC
who	WP	B-NP	O	players	will	NC
will	MD	I-VP	O	who	buy	NC
buy	VB	I-VP	O	will	and	NC
and	CC	O	O	buy	that	NC
that	DT	I-NP	O	and	will	NC
will	MD	I-VP	O	that	keep	NC
keep	VB	I-VP	O	will	rates	NC
rates	NNS	I-NP	O	keep	from	NC
from	IN	I-PP	O	rates	rising	NC
rising	VBG	I-VP	O	from	too	NC
too	RB	I-ADVP	O	rising	much	NC
much	JJ	I-ADVP	O	too	,	NC
,	,	O	O	much	""""	NC
""""	""""	O	O	,	said	NC
said	VBD	I-VP	O	""""	one	NC
one	CD	I-NP	O	said	dealer	NC
dealer	NN	I-NP	O	one	.	NC
.	.	O	O	dealer	Co-ordinated	NC
Co-ordinated	JJ	I-NP	O	.	guerrilla	C
guerrilla	NN	I-NP	O	Co-ordinated	attacks	NC
attacks	NNS	I-NP	O	guerrilla	in	NC
in	IN	I-PP	O	attacks	two	NC
two	CD	I-NP	O	in	southern	NC
southern	JJ	I-NP	O	two	states	NC
states	NNS	I-NP	O	southern	overnight	NC
overnight	RB	I-ADVP	O	states	that	NC
that	IN	I-SBAR	O	overnight	left	NC
left	VBN	I-VP	O	that	at	NC
at	IN	I-NP	O	left	least	NC
least	JJS	I-NP	O	at	13	NC
13	CD	I-NP	O	least	people	NC
people	NNS	I-NP	O	13	dead	NC
dead	JJ	I-ADJP	O	people	have	NC
have	VBP	I-VP	O	dead	caused	NC
caused	VBN	I-VP	O	have	nervousness	NC
nervousness	NN	I-NP	O	caused	in	NC
in	IN	I-PP	O	nervousness	Mexico	NC
Mexico	NNP	I-NP	LOC	in	's	C
's	POS	B-NP	O	Mexico	financial	NC
financial	JJ	I-NP	O	's	markets	NC
markets	NNS	I-NP	O	financial	.	NC
.	.	O	O	markets	Bank	NC
Bank	NNP	I-NP	O	.	notes	C
notes	NNS	I-NP	O	Bank	and	NC
and	CC	I-NP	O	notes	acceptances	NC
acceptances	NNS	I-NP	O	and	,	NC
,	,	O	O	acceptances	including	NC
including	VBG	I-PP	O	,	pagares	NC
pagares	NNS	I-NP	O	including	,	NC
,	,	O	O	pagares	rose	NC
rose	VBD	I-VP	O	,	46	NC
46	CD	I-NP	O	rose	basis	NC
basis	NN	I-NP	O	46	points	NC
points	NNS	I-NP	O	basis	to	NC
to	TO	I-PP	O	points	25.10	NC
25.10	CD	I-NP	O	to	percent	NC
percent	NN	I-NP	O	25.10	.	NC
.	.	O	O	percent	Dealers	NC
Dealers	NNS	I-NP	O	.	said	C
said	VBD	I-VP	O	Dealers	that	NC
that	IN	I-SBAR	O	said	the	NC
the	DT	I-NP	O	that	volume	NC
volume	NN	I-NP	O	the	of	NC
of	IN	I-PP	O	volume	longer-term	NC
longer-term	JJ	I-NP	O	of	government	NC
government	NN	I-NP	O	longer-term	paper	NC
paper	NN	I-NP	O	government	declined	NC
declined	VBD	I-VP	O	paper	due	NC
due	JJ	I-ADJP	O	declined	to	NC
to	TO	I-VP	O	due	market	NC
market	VB	I-VP	O	to	nervousness	NC
nervousness	NN	I-NP	O	market	.	NC
.	.	O	O	nervousness	At	NC
At	IN	I-NP	O	.	least	C
least	JJS	I-NP	O	At	13	NC
13	CD	I-NP	O	least	people	NC
people	NNS	I-NP	O	13	were	NC
were	VBD	I-VP	O	people	killed	NC
killed	VBN	I-VP	O	were	when	NC
when	WRB	I-ADVP	O	killed	scores	NC
scores	NNS	I-NP	O	when	of	NC
of	IN	I-PP	O	scores	masked	NC
masked	VBN	I-NP	O	of	rebels	NC
rebels	NNS	I-NP	O	masked	struck	NC
struck	VBD	I-VP	O	rebels	at	NC
at	IN	I-PP	O	struck	police	NC
police	NN	I-NP	O	at	and	NC
and	CC	I-NP	O	police	military	NC
military	JJ	I-NP	O	and	posts	NC
posts	NNS	I-NP	O	military	in	NC
in	IN	I-PP	O	posts	Oaxaca	NC
Oaxaca	NN	I-NP	LOC	in	and	C
and	CC	O	O	Oaxaca	Guerrero	NC
Guerrero	NNP	I-NP	LOC	and	states	C
states	VBZ	I-VP	O	Guerrero	overnight	NC
overnight	RB	I-ADVP	O	states	in	NC
in	IN	I-PP	O	overnight	the	NC
the	DT	I-NP	O	in	biggest	NC
biggest	JJS	I-NP	O	the	assaults	NC
assaults	NNS	I-NP	O	biggest	in	NC
in	IN	I-PP	O	assaults	more	NC
more	RBR	I-NP	O	in	than	NC
than	IN	I-NP	O	more	two	NC
two	CD	I-NP	O	than	years	NC
years	NNS	I-NP	O	two	,	NC
,	,	O	O	years	officials	NC
officials	NNS	I-NP	O	,	said	NC
said	VBD	I-VP	O	officials	on	NC
on	IN	I-PP	O	said	Thursday	NC
Thursday	NNP	I-NP	O	on	.	C
.	.	O	O	Thursday	Maturing	NC
Maturing	VBG	I-VP	O	.	credits	C
credits	NNS	I-NP	O	Maturing	are	NC
are	VBP	I-VP	O	credits	seen	NC
seen	VBN	I-VP	O	are	at	NC
at	IN	I-PP	O	seen	2.209	NC
2.209	CD	I-NP	O	at	billion	NC
billion	CD	I-NP	O	2.209	pesos	NC
pesos	NNS	I-NP	O	billion	,	NC
,	,	O	O	pesos	and	NC
and	CC	O	O	,	there	NC
there	EX	I-NP	O	and	is	NC
is	VBZ	I-VP	O	there	an	NC
an	DT	I-NP	O	is	oversupply	NC
oversupply	NN	I-NP	O	an	of	NC
of	IN	I-PP	O	oversupply	684	NC
684	CD	I-NP	O	of	billion	NC
billion	CD	I-NP	O	684	pesos	NC
pesos	NNS	I-NP	O	billion	from	NC
from	IN	I-PP	O	pesos	the	NC
the	DT	I-NP	O	from	primary	NC
primary	JJ	I-NP	O	the	auction	NC
auction	NN	I-NP	O	primary	.	NC
.	.	O	O	auction	Dealers	NC
Dealers	NNS	I-NP	O	.	estimate	C
estimate	VBP	I-VP	O	Dealers	that	NC
that	IN	I-SBAR	O	estimate	the	NC
the	DT	I-NP	O	that	shortfall	NC
shortfall	NN	I-NP	O	the	will	NC
will	MD	I-VP	O	shortfall	increase	NC
increase	VB	I-VP	O	will	due	NC
due	RB	I-PP	O	increase	to	NC
to	TO	B-PP	O	due	the	NC
the	DT	I-NP	O	to	inflow	NC
inflow	NN	I-NP	O	the	of	NC
of	IN	I-PP	O	inflow	funds	NC
funds	NNS	I-NP	O	of	before	NC
before	RB	O	O	funds	the	NC
the	DT	I-NP	O	before	end	NC
end	NN	I-NP	O	the	of	NC
of	IN	I-PP	O	end	the	NC
the	DT	I-NP	O	of	month	NC
month	NN	I-NP	O	the	.	NC
.	.	O	O	month	---	NC
---	IN	I-NP	O	.	Patricia	NC
Patricia	NNP	I-NP	PER	---	Lezama	C
Lezama	NNP	I-NP	PER	Patricia	,	C
,	,	O	O	Lezama	Mexico	NC
Mexico	NNP	I-NP	LOC	,	City	C
City	NNP	I-NP	LOC	Mexico	newroom	C
newroom	NN	B-NP	O	City	(	NC
(	(	O	O	newroom	525	NC
525	CD	I-NP	O	(	)	NC
)	)	O	O	525	728	NC
728	CD	O	O	)	9554	NC
9554	CD	I-NP	O	728	Tension	NC
Tension	NN	I-NP	O	9554	builds	C
builds	VBZ	I-VP	O	Tension	in	NC
in	IN	I-PP	O	builds	Mexican	NC
Mexican	JJ	I-NP	MISC	in	state	C
state	NN	I-NP	O	Mexican	ahead	NC
ahead	RB	I-ADVP	O	state	of	NC
of	IN	I-PP	O	ahead	elections	NC
elections	NNS	I-NP	O	of	.	NC
.	.	O	O	elections	[	NC
[	(	O	O	.	CORRECTED	NC
CORRECTED	NNP	I-NP	O	[	05:53	C
05:53	CD	I-NP	O	CORRECTED	GMT	NC
GMT	NNP	I-NP	MISC	05:53	]	C
]	)	O	O	GMT	CHILPANCINGO	NC
CHILPANCINGO	NNP	I-NP	LOC	]	,	C
,	,	O	O	CHILPANCINGO	Mexico	NC
Mexico	NNP	I-NP	LOC	,	1996-08-28	C
1996-08-28	CD	I-NP	O	Mexico	Pre-electoral	NC
Pre-electoral	JJ	I-NP	O	1996-08-28	bickering	C
bickering	NN	I-NP	O	Pre-electoral	flared	NC
flared	VBD	I-VP	O	bickering	on	NC
on	IN	I-PP	O	flared	Wednesday	NC
