token	pos	chunk	NER	previous	following	capitals
,	,	O	O	election	when	NC
when	WRB	I-ADVP	O	,	it	NC
it	PRP	I-NP	O	when	took	NC
took	VBD	I-VP	O	it	10	NC
10	CD	I-NP	O	took	percent	NC
percent	NN	I-NP	O	10	of	NC
of	IN	I-PP	O	percent	the	NC
the	DT	I-NP	O	of	vote	NC
vote	NN	I-NP	O	the	nationally	NC
nationally	RB	I-ADVP	O	vote	.	NC
.	.	O	O	nationally	He	NC
He	PRP	I-NP	O	.	has	C
has	VBZ	I-VP	O	He	recently	NC
recently	RB	I-VP	O	has	dropped	NC
dropped	VBD	I-VP	O	recently	a	NC
a	DT	I-NP	O	dropped	drive	NC
drive	NN	I-NP	O	a	for	NC
for	IN	I-PP	O	drive	federalism	NC
federalism	NN	I-NP	O	for	,	NC
,	,	O	O	federalism	saying	NC
saying	VBG	I-VP	O	,	secession	NC
secession	NN	I-NP	O	saying	from	NC
from	IN	I-PP	O	secession	Rome	NC
Rome	NNP	I-NP	LOC	from	's	C
's	POS	I-NP	O	Rome	wasteful	NC
wasteful	JJ	I-ADJP	O	's	and	NC
and	CC	I-ADJP	O	wasteful	centralised	NC
centralised	JJ	I-ADJP	O	and	bureaucracy	NC
bureaucracy	NN	I-NP	O	centralised	is	NC
is	VBZ	I-VP	O	bureaucracy	the	NC
the	DT	I-NP	O	is	only	NC
only	JJ	I-NP	O	the	solution	NC
solution	NN	I-NP	O	only	for	NC
for	IN	I-PP	O	solution	northerners	NC
northerners	NNS	I-NP	O	for	.	NC
.	.	O	O	northerners	Italian	NC
Italian	JJ	I-NP	MISC	.	farmer	C
farmer	NN	I-NP	O	Italian	says	NC
says	VBZ	I-VP	O	farmer	he	NC
he	PRP	I-NP	O	says	mutilated	NC
mutilated	VBN	I-VP	O	he	four	NC
four	CD	I-NP	O	mutilated	women	NC
women	NNS	I-NP	O	four	.	NC
.	.	O	O	women	VERONA	NC
VERONA	NNP	I-NP	LOC	.	,	C
,	,	O	O	VERONA	Italy	NC
Italy	NNP	I-NP	LOC	,	1996-08-24	C
1996-08-24	CD	I-NP	O	Italy	An	NC
An	DT	I-NP	O	1996-08-24	Italian	C
Italian	JJ	I-NP	MISC	An	farmer	C
farmer	NN	I-NP	O	Italian	accused	NC
accused	VBN	I-VP	O	farmer	of	NC
of	IN	I-PP	O	accused	multiple	NC
multiple	JJ	I-NP	O	of	homocide	NC
homocide	NN	I-NP	O	multiple	has	NC
has	VBZ	I-VP	O	homocide	confessed	NC
confessed	VBD	I-VP	O	has	to	NC
to	TO	I-VP	O	confessed	mutilating	NC
mutilating	VBG	I-VP	O	to	the	NC
the	DT	I-NP	O	mutilating	bodies	NC
bodies	NNS	I-NP	O	the	of	NC
of	IN	I-PP	O	bodies	four	NC
four	CD	I-NP	O	of	women	NC
women	NNS	I-NP	O	four	after	NC
after	IN	I-PP	O	women	having	NC
having	VBG	I-VP	O	after	sex	NC
sex	NN	I-NP	O	having	with	NC
with	IN	I-PP	O	sex	them	NC
them	PRP	I-NP	O	with	,	NC
,	,	O	O	them	the	NC
the	DT	I-NP	O	,	Italian	NC
Italian	JJ	I-NP	MISC	the	news	C
news	NN	I-NP	O	Italian	agency	NC
agency	NN	I-NP	O	news	ANSA	NC
ANSA	NNP	B-NP	ORG	agency	reported	C
reported	VBD	I-VP	O	ANSA	on	NC
on	IN	I-PP	O	reported	Saturday	NC
Saturday	NNP	I-NP	O	on	.	C
.	.	O	O	Saturday	It	NC
It	PRP	I-NP	O	.	quoted	C
quoted	VBD	I-VP	O	It	the	NC
the	DT	I-NP	O	quoted	lawyer	NC
lawyer	NN	I-NP	O	the	of	NC
of	IN	I-PP	O	lawyer	Gianfranco	NC
Gianfranco	NNP	I-NP	PER	of	Stevanin	C
Stevanin	NNP	I-NP	PER	Gianfranco	as	C
as	IN	I-PP	O	Stevanin	saying	NC
saying	VBG	I-VP	O	as	the	NC
the	DT	I-NP	O	saying	35-year-old	NC
35-year-old	JJ	I-NP	O	the	farmer	NC
farmer	NN	I-NP	O	35-year-old	confessed	NC
confessed	VBD	I-VP	O	farmer	on	NC
on	IN	I-PP	O	confessed	Friday	NC
Friday	NNP	I-NP	O	on	to	C
to	TO	I-PP	O	Friday	a	NC
a	DT	I-NP	O	to	Verona	NC
Verona	NNP	I-NP	LOC	a	magistrate	C
magistrate	NN	I-NP	O	Verona	that	NC
that	IN	I-SBAR	O	magistrate	he	NC
he	PRP	I-NP	O	that	had	NC
had	VBD	I-VP	O	he	killed	NC
killed	VBN	I-VP	O	had	and	NC
and	CC	O	O	killed	mutilated	NC
mutilated	VBN	I-VP	O	and	the	NC
the	DT	I-NP	O	mutilated	women	NC
women	NNS	I-NP	O	the	.	NC
.	.	O	O	women	ANSA	NC
ANSA	NNP	I-NP	ORG	.	said	C
said	VBD	I-VP	O	ANSA	Stevanin	NC
Stevanin	NNP	I-NP	PER	said	was	C
was	VBD	I-VP	O	Stevanin	unable	NC
unable	JJ	I-ADJP	O	was	to	NC
to	TO	I-VP	O	unable	recall	NC
recall	VB	I-VP	O	to	how	NC
how	WRB	I-ADVP	O	recall	he	NC
he	PRP	I-NP	O	how	had	NC
had	VBD	I-VP	O	he	killed	NC
killed	VBN	I-VP	O	had	the	NC
the	DT	I-NP	O	killed	women	NC
women	NNS	I-NP	O	the	,	NC
,	,	O	O	women	remembering	NC
remembering	VBG	I-VP	O	,	only	NC
only	RB	I-ADVP	O	remembering	that	NC
that	IN	I-SBAR	O	only	he	NC
he	PRP	I-NP	O	that	had	NC
had	VBD	I-VP	O	he	found	NC
found	VBN	I-VP	O	had	them	NC
them	PRP	I-NP	O	found	""""	NC
""""	""""	O	O	them	lifeless	NC
lifeless	JJ	I-ADJP	O	""""	in	NC
in	IN	I-PP	O	lifeless	his	NC
his	PRP$	I-NP	O	in	arms	NC
arms	NNS	I-NP	O	his	""""	NC
""""	""""	O	O	arms	after	NC
after	IN	I-PP	O	""""	having	NC
having	VBG	I-VP	O	after	sadmasochistic	NC
sadmasochistic	JJ	I-NP	O	having	sex	NC
sex	NN	I-NP	O	sadmasochistic	with	NC
with	IN	I-PP	O	sex	them	NC
them	PRP	I-NP	O	with	.	NC
.	.	O	O	them	Stevanin	NC
Stevanin	JJ	I-ADJP	PER	.	,	C
,	,	O	O	Stevanin	arrested	NC
arrested	VBN	I-VP	O	,	in	NC
in	IN	I-PP	O	arrested	1994	NC
1994	CD	I-NP	O	in	and	NC
and	CC	O	O	1994	jailed	NC
jailed	VBN	I-VP	O	and	for	NC
for	IN	I-PP	O	jailed	three	NC
three	CD	I-NP	O	for	years	NC
years	NNS	I-NP	O	three	for	NC
for	IN	I-PP	O	years	assaulting	NC
assaulting	VBG	I-VP	O	for	an	NC
an	DT	I-NP	O	assaulting	Austrian	NC
Austrian	JJ	I-NP	MISC	an	prostitute	C
prostitute	NN	I-NP	O	Austrian	,	NC
,	,	O	O	prostitute	is	NC
is	VBZ	I-VP	O	,	accused	NC
accused	VBN	I-VP	O	is	of	NC
of	IN	I-PP	O	accused	murdering	NC
murdering	VBG	I-VP	O	of	five	NC
five	CD	I-NP	O	murdering	women	NC
women	NNS	I-NP	O	five	,	NC
,	,	O	O	women	three	NC
three	CD	I-NP	O	,	of	NC
of	IN	I-PP	O	three	whose	NC
whose	WP$	I-NP	O	of	bodies	NC
bodies	NNS	I-NP	O	whose	were	NC
were	VBD	I-VP	O	bodies	found	NC
found	VBD	I-VP	O	were	near	NC
near	IN	I-PP	O	found	his	NC
his	PRP$	I-NP	O	near	villa	NC
villa	NN	I-NP	O	his	outside	NC
outside	IN	I-PP	O	villa	Verona	NC
Verona	NNP	I-NP	PER	outside	between	C
between	IN	I-PP	O	Verona	July	NC
July	NNP	I-NP	O	between	and	C
and	CC	O	O	July	December	NC
December	NNP	I-NP	O	and	1995	C
1995	CD	I-NP	O	December	.	NC
.	.	O	O	1995	Two	NC
Two	CD	I-NP	O	.	of	C
of	IN	I-PP	O	Two	the	NC
the	DT	I-NP	O	of	corpses	NC
corpses	NNS	I-NP	O	the	were	NC
were	VBD	I-VP	O	corpses	identified	NC
identified	VBN	I-VP	O	were	but	NC
but	CC	O	O	identified	not	NC
not	RB	O	O	but	the	NC
the	DT	I-NP	O	not	third	NC
third	JJ	I-NP	O	the	,	NC
,	,	O	O	third	found	NC
found	VBD	I-VP	O	,	headless	NC
headless	JJ	I-NP	O	found	and	NC
and	CC	I-NP	O	headless	decomposed	NC
decomposed	JJ	I-NP	O	and	in	NC
in	IN	I-PP	O	decomposed	a	NC
a	DT	I-NP	O	in	sack	NC
sack	NN	I-NP	O	a	in	NC
in	IN	I-PP	O	sack	a	NC
a	DT	I-NP	O	in	nearby	NC
nearby	JJ	I-NP	O	a	canal	NC
canal	NN	I-NP	O	nearby	.	NC
.	.	O	O	canal	Lawyer	NC
Lawyer	NNP	I-NP	O	.	Cesare	C
Cesare	NNP	I-NP	PER	Lawyer	dal	C
dal	NN	I-NP	PER	Cesare	Maso	NC
Maso	NNP	I-NP	PER	dal	told	C
told	VBD	I-VP	O	Maso	ANSA	NC
ANSA	NNP	I-NP	ORG	told	that	C
that	IN	I-SBAR	O	ANSA	Stevanin	NC
Stevanin	NNP	I-NP	PER	that	confessed	C
confessed	VBD	I-VP	O	Stevanin	to	NC
to	TO	I-PP	O	confessed	beheading	NC
beheading	NN	I-NP	O	to	and	NC
and	CC	O	O	beheading	dumping	NC
dumping	VBG	I-VP	O	and	the	NC
the	DT	I-NP	O	dumping	body	NC
body	NN	I-NP	O	the	of	NC
of	IN	I-PP	O	body	a	NC
a	DT	I-NP	O	of	fourth	NC
fourth	JJ	I-NP	O	a	woman	NC
woman	NN	I-NP	O	fourth	in	NC
in	IN	I-PP	O	woman	the	NC
the	DT	I-NP	O	in	nearby	NC
nearby	JJ	I-NP	O	the	Adige	NC
Adige	NNP	I-NP	LOC	nearby	river	C
river	NN	I-NP	O	Adige	.	NC
.	.	O	O	river	Dal	NC
Dal	NNP	I-NP	PER	.	Maso	C
Maso	NNP	I-NP	PER	Dal	declined	C
declined	VBD	I-VP	O	Maso	to	NC
to	TO	I-VP	O	declined	comment	NC
comment	VB	I-VP	O	to	on	NC
on	IN	I-PP	O	comment	the	NC
the	DT	I-NP	O	on	alleged	NC
alleged	JJ	I-NP	O	the	fifth	NC
fifth	NN	I-NP	O	alleged	murder	NC
murder	NN	I-NP	O	fifth	,	NC
,	,	O	O	murder	saying	NC
saying	VBG	I-VP	O	,	only	NC
only	RB	I-ADVP	O	saying	that	NC
that	IN	I-SBAR	O	only	""""	NC
""""	""""	O	O	that	the	NC
the	DT	I-NP	O	""""	interrogations	NC
interrogations	NNS	I-NP	O	the	are	NC
are	VBP	I-VP	O	interrogations	not	NC
not	RB	I-VP	O	are	over	NC
over	IN	I-PP	O	not	yet	NC
yet	RB	I-NP	O	over	""""	NC
""""	""""	O	O	yet	with	NC
with	IN	I-PP	O	""""	investigators	NC
investigators	NNS	I-NP	O	with	.	NC
.	.	O	O	investigators	It	NC
It	PRP	I-NP	O	.	said	C
said	VBD	I-VP	O	It	investigators	NC
investigators	NNS	I-NP	O	said	believed	NC
believed	VBD	I-VP	O	investigators	Stevanin	NC
Stevanin	NNP	I-NP	PER	believed	had	C
had	VBD	I-VP	O	Stevanin	suffocated	NC
suffocated	VBN	I-VP	O	had	them	NC
them	PRP	I-NP	O	suffocated	by	NC
by	IN	I-PP	O	them	putting	NC
putting	VBG	I-VP	O	by	plastic	NC
plastic	JJ	I-NP	O	putting	bags	NC
bags	NNS	I-NP	O	plastic	on	NC
on	IN	I-PP	O	bags	their	NC
their	PRP$	I-NP	O	on	heads	NC
heads	NNS	I-NP	O	their	.	NC
.	.	O	O	heads	Stevanin	NC
Stevanin	NNP	I-NP	PER	.	was	C
was	VBD	I-VP	O	Stevanin	first	NC
first	RB	I-VP	O	was	sentenced	NC
sentenced	VBN	I-VP	O	first	for	NC
for	IN	I-PP	O	sentenced	assault	NC
assault	NN	I-NP	O	for	but	NC
but	CC	O	O	assault	investigators	NC
investigators	NNS	I-NP	O	but	began	NC
began	VBD	I-VP	O	investigators	digging	NC
digging	VBG	I-VP	O	began	in	NC
in	IN	I-PP	O	digging	the	NC
the	DT	I-NP	O	in	garden	NC
garden	NN	I-NP	O	the	of	NC
of	IN	I-PP	O	garden	his	NC
his	PRP$	I-NP	O	of	villa	NC
villa	NN	I-NP	O	his	after	NC
after	IN	I-PP	O	villa	the	NC
the	DT	I-NP	O	after	first	NC
first	JJ	I-NP	O	the	body	NC
body	NN	I-NP	O	first	was	NC
was	VBD	I-VP	O	body	found	NC
found	VBN	I-VP	O	was	by	NC
by	IN	I-PP	O	found	a	NC
a	DT	I-NP	O	by	passer-by	NC
passer-by	NNS	I-NP	O	a	.	NC
.	.	O	O	passer-by	Belgium	NC
Belgium	NNP	I-NP	LOC	.	asks	C
asks	VBZ	I-VP	O	Belgium	how	NC
how	WRB	I-ADVP	O	asks	paedophile	NC
paedophile	JJ	I-NP	O	how	suspect	NC
suspect	NN	I-NP	O	paedophile	eluded	NC
eluded	VBD	I-VP	O	suspect	police	NC
police	NN	I-NP	O	eluded	.	NC
.	.	O	O	police	Jeremy	NC
Jeremy	NNP	I-NP	PER	.	Lovell	C
Lovell	NNP	I-NP	PER	Jeremy	BRUSSELS	C
BRUSSELS	NNP	I-NP	LOC	Lovell	1996-08-24	C
1996-08-24	CD	I-NP	O	BRUSSELS	Belgian	NC
Belgian	JJ	I-NP	MISC	1996-08-24	police	C
police	NN	I-NP	O	Belgian	searched	NC
searched	VBD	I-VP	O	police	two	NC
two	CD	I-NP	O	searched	more	NC
more	JJR	I-NP	O	two	houses	NC
houses	NNS	I-NP	O	more	on	NC
on	IN	I-PP	O	houses	Saturday	NC
Saturday	NNP	I-NP	O	on	for	C
for	IN	I-PP	O	Saturday	bodies	NC
bodies	NNS	I-NP	O	for	in	NC
in	IN	I-PP	O	bodies	a	NC
a	DT	I-NP	O	in	child-sex	NC
child-sex	JJ	I-NP	O	a	scandal	NC
scandal	NN	I-NP	O	child-sex	of	NC
of	IN	I-PP	O	scandal	murder	NC
murder	NN	I-NP	O	of	,	NC
,	,	I-NP	O	murder	kidnapping	NC
kidnapping	NN	I-NP	O	,	and	NC
and	CC	I-NP	O	kidnapping	pornography	NC
pornography	NN	I-NP	O	and	that	NC
that	WDT	B-NP	O	pornography	has	NC
has	VBZ	I-VP	O	that	sent	NC
sent	VBN	I-VP	O	has	a	NC
a	DT	I-NP	O	sent	shockwave	NC
shockwave	NN	I-NP	O	a	of	NC
of	IN	I-PP	O	shockwave	revulsion	NC
revulsion	NN	I-NP	O	of	throughout	NC
throughout	IN	I-PP	O	revulsion	Europe	NC
Europe	NNP	I-NP	LOC	throughout	.	C
.	.	O	O	Europe	Recriminations	NC
Recriminations	NNS	I-NP	O	.	built	C
built	VBD	I-VP	O	Recriminations	up	NC
up	RP	I-PRT	O	built	over	NC
over	IN	I-PP	O	up	how	NC
how	WRB	I-ADVP	O	over	the	NC
the	DT	I-NP	O	how	scandal	NC
scandal	NN	I-NP	O	the	's	NC
's	POS	B-NP	O	scandal	central	NC
central	JJ	I-NP	O	's	figure	NC
figure	NN	I-NP	O	central	,	NC
,	,	O	O	figure	convicted	NC
convicted	VBD	I-VP	O	,	child	NC
child	NN	I-NP	O	convicted	rapist	NC
rapist	NN	I-NP	O	child	Marc	NC
Marc	NNP	B-NP	PER	rapist	Dutroux	C
Dutroux	NNP	I-NP	PER	Marc	,	C
,	,	O	O	Dutroux	managed	NC
managed	VBD	I-VP	O	,	to	NC
to	TO	I-VP	O	managed	prey	NC
prey	VB	I-VP	O	to	on	NC
on	IN	I-PP	O	prey	children	NC
children	NNS	I-NP	O	on	unhindered	NC
unhindered	JJ	I-VP	O	children	for	NC
for	IN	I-PP	O	unhindered	so	NC
so	RB	I-ADVP	O	for	long	NC
long	JJ	I-ADVP	O	so	.	NC
.	.	O	O	long	In	NC
In	IN	I-PP	O	.	just	C
just	RB	I-NP	O	In	over	NC
over	IN	I-NP	O	just	a	NC
a	DT	I-NP	O	over	week	NC
week	NN	I-NP	O	a	two	NC
two	CD	B-NP	O	week	young	NC
young	JJ	I-NP	O	two	girls	NC
girls	NNS	I-NP	O	young	have	NC
have	VBP	I-VP	O	girls	been	NC
been	VBN	I-VP	O	have	found	NC
found	VBN	I-VP	O	been	dead	NC
dead	JJ	I-ADJP	O	found	,	NC
,	,	O	O	dead	from	NC
from	IN	I-PP	O	,	starvation	NC
starvation	NN	I-NP	O	from	,	NC
,	,	O	O	starvation	two	NC
two	CD	I-NP	O	,	have	NC
have	VBP	I-VP	O	two	been	NC
been	VBN	I-VP	O	have	freed	NC
freed	VBN	I-VP	O	been	from	NC
from	IN	I-PP	O	freed	a	NC
a	DT	I-NP	O	from	dungeon-like	NC
dungeon-like	JJ	I-NP	O	a	secret	NC
secret	NN	I-NP	O	dungeon-like	compartment	NC
compartment	NN	I-NP	O	secret	and	NC
and	CC	O	O	compartment	an	NC
an	DT	I-NP	O	and	international	NC
international	JJ	I-NP	O	an	hunt	NC
hunt	NN	I-NP	O	international	has	NC
has	VBZ	I-VP	O	hunt	started	NC
started	VBN	I-VP	O	has	for	NC
for	IN	I-PP	O	started	at	NC
at	IN	I-NP	O	for	least	NC
least	JJS	I-NP	O	at	two	NC
two	CD	I-NP	O	least	others	NC
others	NNS	I-NP	O	two	.	NC
.	.	O	O	others	On	NC
On	IN	I-PP	O	.	Saturday	C
Saturday	NNP	I-NP	O	On	investigators	C
investigators	NNS	I-NP	O	Saturday	with	NC
with	IN	I-PP	O	investigators	dogs	NC
dogs	NNS	I-NP	O	with	trained	NC
trained	VBN	I-VP	O	dogs	to	NC
to	TO	B-VP	O	trained	find	NC
find	VB	I-VP	O	to	bodies	NC
bodies	NNS	I-NP	O	find	searched	NC
searched	VBD	I-VP	O	bodies	one	NC
one	CD	I-NP	O	searched	house	NC
house	NN	I-NP	O	one	at	NC
at	IN	I-PP	O	house	Ransart	NC
Ransart	NNP	I-NP	LOC	at	and	C
and	CC	O	O	Ransart	one	NC
one	CD	I-NP	O	and	at	NC
at	IN	I-PP	O	one	Mont-sur-Marchienne	NC
Mont-sur-Marchienne	NNP	I-NP	LOC	at	--	C
--	:	O	O	Mont-sur-Marchienne	both	NC
both	DT	I-NP	O	--	suburbs	NC
suburbs	NNS	I-NP	O	both	of	NC
of	IN	I-PP	O	suburbs	the	NC
the	DT	I-NP	O	of	southern	NC
southern	JJ	I-NP	O	the	city	NC
city	NN	I-NP	O	southern	of	NC
of	IN	I-PP	O	city	Charleroi	NC
Charleroi	NNP	I-NP	LOC	of	.	C
.	.	O	O	Charleroi	Both	NC
Both	DT	I-NP	O	.	houses	C
houses	NNS	I-NP	O	Both	are	NC
are	VBP	I-VP	O	houses	owned	NC
owned	VBN	I-VP	O	are	by	NC
by	IN	I-PP	O	owned	Dutroux	NC
Dutroux	NNP	I-NP	PER	by	.	C
.	.	O	O	Dutroux	Belgian	NC
Belgian	JJ	I-NP	MISC	.	media	C
media	NNS	I-NP	O	Belgian	speculated	NC
speculated	VBD	I-VP	O	media	that	NC
that	IN	I-SBAR	O	speculated	Dutroux	NC
Dutroux	NNP	I-NP	PER	that	,	C
,	,	O	O	Dutroux	charged	NC
charged	VBN	I-VP	O	,	with	NC
with	IN	I-PP	O	charged	abduction	NC
abduction	NN	I-NP	O	with	and	NC
and	CC	O	O	abduction	illegal	NC
illegal	JJ	I-NP	O	and	imprisonment	NC
imprisonment	NN	I-NP	O	illegal	of	NC
of	IN	I-PP	O	imprisonment	children	NC
children	NNS	I-NP	O	of	,	NC
,	,	O	O	children	must	NC
must	MD	I-VP	O	,	have	NC
have	VB	I-VP	O	must	had	NC
had	VBD	I-VP	O	have	high	NC
high	JJ	I-NP	O	had	level	NC
level	NN	I-NP	O	high	protection	NC
protection	NN	I-NP	O	level	to	NC
to	TO	I-VP	O	protection	molest	NC
molest	VB	I-VP	O	to	youngsters	NC
youngsters	NNS	I-NP	O	molest	.	NC
.	.	O	O	youngsters	They	NC
They	PRP	I-NP	O	.	put	C
put	VBD	I-VP	O	They	forward	NC
forward	RB	I-ADVP	O	put	no	NC
no	DT	I-NP	O	forward	proof	NC
proof	NN	I-NP	O	no	to	NC
to	TO	I-VP	O	proof	support	NC
support	VB	I-VP	O	to	the	NC
the	DT	I-NP	O	support	speculation	NC
speculation	NN	I-NP	O	the	,	NC
,	,	O	O	speculation	but	NC
but	CC	O	O	,	seized	NC
seized	VBD	I-VP	O	but	on	NC
on	IN	I-PP	O	seized	a	NC
a	DT	I-NP	O	on	comment	NC
comment	NN	I-NP	O	a	by	NC
by	IN	I-PP	O	comment	chief	NC
chief	JJ	I-NP	O	by	prosecutor	NC
prosecutor	NN	I-NP	O	chief	Michel	NC
Michel	NNP	I-NP	PER	prosecutor	Bourlet	C
Bourlet	NNP	I-NP	PER	Michel	on	C
on	IN	I-PP	O	Bourlet	Belgian	NC
Belgian	JJ	I-NP	MISC	on	television	C
television	NN	I-NP	O	Belgian	on	NC
on	IN	I-PP	O	television	Friday	NC
Friday	NNP	I-NP	O	on	night	C
night	NN	I-NP	O	Friday	that	NC
that	IN	I-SBAR	O	night	he	NC
he	PRP	I-NP	O	that	would	NC
would	MD	I-VP	O	he	chase	NC
chase	VB	I-VP	O	would	down	NC
down	RP	I-PRT	O	chase	everyone	NC
everyone	NN	I-NP	O	down	involved	NC
involved	VBN	I-VP	O	everyone	in	NC
in	IN	I-PP	O	involved	the	NC
the	DT	I-NP	O	in	case	NC
case	NN	I-NP	O	the	""""	NC
""""	""""	O	O	case	if	NC
if	IN	I-SBAR	O	""""	I	NC
I	PRP	I-NP	O	if	am	C
am	VBP	I-VP	O	I	allowed	NC
allowed	VBN	I-VP	O	am	to	NC
to	TO	I-VP	O	allowed	""""	NC
""""	""""	O	O	to	.	NC
.	.	O	O	""""	Bourlet	NC
Bourlet	NNP	I-NP	PER	.	said	C
said	VBD	I-VP	O	Bourlet	between	NC
between	IN	I-PP	O	said	300	NC
300	CD	I-NP	O	between	and	NC
and	CC	I-NP	O	300	400	NC
400	CD	I-NP	O	and	paedophile	NC
paedophile	JJ	I-NP	O	400	porn	NC
porn	JJ	I-NP	O	paedophile	video	NC
video	NN	I-NP	O	porn	tapes	NC
tapes	NNS	I-NP	O	video	had	NC
had	VBD	I-VP	O	tapes	been	NC
been	VBN	I-VP	O	had	seized	NC
seized	VBN	I-VP	O	been	,	NC
,	,	O	O	seized	some	NC
some	DT	I-NP	O	,	of	NC
of	IN	I-PP	O	some	which	NC
which	WDT	I-NP	O	of	featured	NC
featured	VBD	I-VP	O	which	Dutroux	NC
Dutroux	NNP	I-NP	PER	featured	.	C
.	.	O	O	Dutroux	Dutroux	NC
Dutroux	NN	I-NP	PER	.	was	C
was	VBD	I-VP	O	Dutroux	charged	NC
charged	VBN	I-VP	O	was	a	NC
a	DT	I-NP	O	charged	week	NC
week	NN	I-NP	O	a	ago	NC
ago	RB	I-ADVP	O	week	after	NC
after	IN	I-PP	O	ago	police	NC
police	NN	I-NP	O	after	rescued	NC
rescued	VBD	I-VP	O	police	two	NC
two	CD	I-NP	O	rescued	young	NC
young	JJ	I-NP	O	two	girls	NC
girls	NNS	I-NP	O	young	from	NC
from	IN	I-PP	O	girls	a	NC
a	DT	I-NP	O	from	concrete	NC
concrete	JJ	I-NP	O	a	dungeon	NC
dungeon	NN	I-NP	O	concrete	in	NC
in	IN	I-PP	O	dungeon	the	NC
the	DT	I-NP	O	in	basement	NC
basement	NN	I-NP	O	the	of	NC
of	IN	I-PP	O	basement	one	NC
one	CD	I-NP	O	of	of	NC
of	IN	I-PP	O	one	the	NC
the	DT	I-NP	O	of	six	NC
six	CD	I-NP	O	the	houses	NC
houses	NNS	I-NP	O	six	he	NC
he	PRP	B-NP	O	houses	owns	NC
owns	VBZ	I-VP	O	he	in	NC
in	RB	I-PP	O	owns	and	NC
and	CC	I-PP	O	in	around	NC
around	IN	I-PP	O	and	Charleroi	NC
Charleroi	NNP	I-NP	LOC	around	.	C
.	.	O	O	Charleroi	Just	NC
Just	RB	I-NP	O	.	a	C
a	DT	I-NP	O	Just	day	NC
day	NN	I-NP	O	a	later	NC
later	RB	I-ADVP	O	day	the	NC
the	DT	I-NP	O	later	national	NC
national	JJ	I-NP	O	the	euphoria	NC
euphoria	NN	I-NP	O	national	at	NC
at	IN	I-PP	O	euphoria	the	NC
the	DT	I-NP	O	at	rescue	NC
rescue	NN	I-NP	O	the	turned	NC
turned	VBD	I-VP	O	rescue	to	NC
to	TO	I-PP	O	turned	disgust	NC
disgust	NN	I-NP	O	to	as	NC
as	IN	I-PP	O	disgust	Dutroux	NC
Dutroux	NNP	I-NP	PER	as	led	C
led	VBD	I-VP	O	Dutroux	police	NC
police	NNS	I-NP	O	led	to	NC
to	TO	I-PP	O	police	the	NC
the	DT	I-NP	O	to	bodies	NC
bodies	NNS	I-NP	O	the	of	NC
of	IN	I-PP	O	bodies	two	NC
two	CD	I-NP	O	of	eight-year-old	NC
eight-year-old	NN	I-NP	O	two	girls	NC
