token	pos	chunk	NER	previous	following	capitals
Wednesday	NNP	I-NP	O	on	they	C
they	PRP	B-NP	O	Wednesday	had	NC
had	VBD	I-VP	O	they	been	NC
been	VBN	I-VP	O	had	forced	NC
forced	VBN	I-VP	O	been	at	NC
at	IN	I-PP	O	forced	gunpoint	NC
gunpoint	NN	I-NP	O	at	to	NC
to	TO	I-VP	O	gunpoint	ferry	NC
ferry	VB	I-VP	O	to	refugees	NC
refugees	NNS	I-NP	O	ferry	fleeing	NC
fleeing	VBG	I-VP	O	refugees	the	NC
the	DT	I-NP	O	fleeing	ethnic	NC
ethnic	JJ	I-NP	O	the	war	NC
war	NN	I-NP	O	ethnic	in	NC
in	IN	I-PP	O	war	Sri	NC
Sri	NNP	I-NP	LOC	in	Lanka	C
Lanka	NNP	I-NP	LOC	Sri	to	C
to	TO	I-PP	O	Lanka	India	NC
India	NNP	I-NP	LOC	to	,	C
,	,	O	O	India	as	NC
as	IN	I-PP	O	,	a	NC
a	DT	I-NP	O	as	protest	NC
protest	NN	I-NP	O	a	strike	NC
strike	NN	I-NP	O	protest	by	NC
by	IN	I-PP	O	strike	more	NC
more	JJR	I-NP	O	by	than	NC
than	IN	I-NP	O	more	30,000	NC
30,000	CD	I-NP	O	than	fishermen	NC
fishermen	NNS	I-NP	O	30,000	entered	NC
entered	VBD	I-VP	O	fishermen	its	NC
its	PRP$	I-NP	O	entered	ninth	NC
ninth	JJ	I-NP	O	its	day	NC
day	NN	I-NP	O	ninth	.	NC
.	.	O	O	day	""""	NC
""""	""""	O	O	.	There	NC
There	EX	I-NP	O	""""	is	C
is	VBZ	I-VP	O	There	little	NC
little	JJ	I-NP	O	is	we	NC
we	PRP	B-NP	O	little	can	NC
can	MD	I-VP	O	we	do	NC
do	VB	I-VP	O	can	when	NC
when	WRB	I-ADVP	O	do	at	NC
at	IN	I-NP	O	when	mid-sea	NC
mid-sea	NNP	I-NP	O	at	.	NC
.	.	O	O	mid-sea	The	NC
The	DT	I-NP	O	.	LTTE	C
LTTE	NNP	I-NP	ORG	The	(	C
(	(	O	O	LTTE	Liberation	NC
Liberation	NNP	I-NP	ORG	(	Tigers	C
Tigers	NNP	I-NP	ORG	Liberation	of	C
of	IN	I-PP	ORG	Tigers	Tamil	NC
Tamil	NNP	I-NP	ORG	of	Eelam	C
Eelam	NNP	I-NP	ORG	Tamil	)	C
)	)	O	O	Eelam	accosts	NC
accosts	VBZ	I-VP	O	)	us	NC
us	PRP	I-NP	O	accosts	and	NC
and	CC	O	O	us	,	NC
,	,	O	O	and	at	NC
at	IN	I-PP	O	,	the	NC
the	DT	I-NP	O	at	point	NC
point	NN	I-NP	O	the	of	NC
of	IN	I-PP	O	point	a	NC
a	DT	I-NP	O	of	gun	NC
gun	NN	I-NP	O	a	,	NC
,	,	O	O	gun	forces	NC
forces	VBZ	I-VP	O	,	us	NC
us	PRP	I-NP	O	forces	to	NC
to	TO	I-VP	O	us	take	NC
take	VB	I-VP	O	to	refugees	NC
refugees	NNS	I-NP	O	take	,	NC
,	,	O	O	refugees	""""	NC
""""	""""	O	O	,	said	NC
said	VBD	I-VP	O	""""	senior	NC
senior	JJ	I-NP	O	said	fishermen	NC
fishermen	NNS	I-NP	O	senior	leader	NC
leader	NN	I-NP	O	fishermen	P.	NC
P.	NNP	I-NP	PER	leader	Arulanandam	C
Arulanandam	NNP	I-NP	PER	P.	.	C
.	.	O	O	Arulanandam	Some	NC
Some	DT	I-NP	O	.	850	C
850	CD	I-NP	O	Some	refugees	NC
refugees	NNS	I-NP	O	850	have	NC
have	VBP	I-VP	O	refugees	landed	NC
landed	VBN	I-VP	O	have	in	NC
in	IN	I-PP	O	landed	recent	NC
recent	JJ	I-NP	O	in	weeks	NC
weeks	NNS	I-NP	O	recent	at	NC
at	IN	I-PP	O	weeks	the	NC
the	DT	I-NP	O	at	port	NC
port	NN	I-NP	O	the	of	NC
of	IN	I-PP	O	port	Rameswaram	NC
Rameswaram	NNP	I-NP	LOC	of	in	C
in	IN	I-PP	O	Rameswaram	the	NC
the	DT	I-NP	O	in	southern	NC
southern	JJ	I-NP	O	the	Indian	NC
Indian	JJ	I-NP	MISC	southern	state	C
state	NN	I-NP	O	Indian	of	NC
of	IN	I-PP	O	state	Tamil	NC
Tamil	NNP	I-NP	LOC	of	Nadu	C
Nadu	NNP	I-NP	LOC	Tamil	,	C
,	,	O	O	Nadu	home	NC
home	NN	I-NP	O	,	to	NC
to	TO	I-PP	O	home	50	NC
50	CD	I-NP	O	to	million	NC
million	CD	I-NP	O	50	Tamil-speaking	NC
Tamil-speaking	JJ	I-NP	MISC	million	people	C
people	NNS	I-NP	O	Tamil-speaking	,	NC
,	,	O	O	people	port	NC
port	NN	I-NP	O	,	officials	NC
officials	NNS	I-NP	O	port	say	NC
say	VBP	I-VP	O	officials	.	NC
.	.	O	O	say	Rameswaram	NC
Rameswaram	NN	I-NP	LOC	.	is	C
is	VBZ	I-VP	O	Rameswaram	15	NC
15	CD	I-NP	O	is	km	NC
km	NN	I-NP	O	15	(	NC
(	(	O	O	km	10	NC
10	CD	I-NP	O	(	miles	NC
miles	NNS	I-NP	O	10	)	NC
)	)	O	O	miles	off	NC
off	RP	I-PRT	O	)	the	NC
the	DT	I-NP	O	off	coast	NC
coast	NN	I-NP	O	the	of	NC
of	IN	I-PP	O	coast	Sri	NC
Sri	NNP	I-NP	LOC	of	Lanka	C
Lanka	NNP	I-NP	LOC	Sri	.	C
.	.	O	O	Lanka	State	NC
State	NN	I-NP	O	.	chief	C
chief	JJ	I-NP	O	State	minister	NC
minister	NN	I-NP	O	chief	M.	NC
M.	NNP	I-NP	PER	minister	Karunanidhi	C
Karunanidhi	NNP	I-NP	PER	M.	has	C
has	VBZ	I-VP	O	Karunanidhi	publicly	NC
publicly	RB	I-VP	O	has	welcomed	NC
welcomed	VBD	I-VP	O	publicly	the	NC
the	DT	I-NP	O	welcomed	refugees	NC
refugees	NNS	I-NP	O	the	,	NC
,	,	O	O	refugees	who	NC
who	WP	I-NP	O	,	are	NC
are	VBP	I-VP	O	who	fleeing	NC
fleeing	VBG	I-VP	O	are	the	NC
the	DT	I-NP	O	fleeing	13-year	NC
13-year	JJ	I-NP	O	the	war	NC
war	NN	I-NP	O	13-year	between	NC
between	IN	I-PP	O	war	Tamil	NC
Tamil	NNP	I-NP	MISC	between	separatists	C
separatists	NNS	I-NP	O	Tamil	and	NC
and	CC	I-NP	O	separatists	government	NC
government	NN	I-NP	O	and	troops	NC
troops	NNS	I-NP	O	government	that	NC
that	IN	I-SBAR	O	troops	Colombo	NC
Colombo	NNP	I-NP	LOC	that	says	C
says	VBZ	I-VP	O	Colombo	has	NC
has	VBZ	B-VP	O	says	cost	NC
cost	NN	I-NP	O	has	50,000	NC
50,000	CD	I-NP	O	cost	lives	NC
lives	NNS	I-NP	O	50,000	.	NC
.	.	O	O	lives	But	NC
But	CC	O	O	.	the	C
the	DT	I-NP	O	But	influx	NC
influx	NN	I-NP	O	the	has	NC
has	VBZ	I-VP	O	influx	triggered	NC
triggered	VBN	I-VP	O	has	fears	NC
fears	NNS	I-NP	O	triggered	of	NC
of	IN	I-PP	O	fears	a	NC
a	DT	I-NP	O	of	repeat	NC
repeat	NN	I-NP	O	a	of	NC
of	IN	I-PP	O	repeat	the	NC
the	DT	I-NP	O	of	1980s	NC
1980s	CD	I-NP	O	the	when	NC
when	WRB	I-ADVP	O	1980s	some	NC
some	DT	I-NP	O	when	200,000	NC
200,000	CD	I-NP	O	some	refugees	NC
refugees	NNS	I-NP	O	200,000	landed	NC
landed	VBD	I-VP	O	refugees	in	NC
in	IN	I-PP	O	landed	Tamil	NC
Tamil	NNP	I-NP	LOC	in	Nadu	C
Nadu	NNP	I-NP	LOC	Tamil	.	C
.	.	O	O	Nadu	Intelligence	NC
Intelligence	NN	I-NP	O	.	officals	C
officals	NNS	I-NP	O	Intelligence	said	NC
said	VBD	I-VP	O	officals	more	NC
more	JJR	I-NP	O	said	than	NC
than	IN	I-NP	O	more	5,000	NC
5,000	CD	I-NP	O	than	Tamils	NC
Tamils	NNPS	I-NP	MISC	5,000	were	C
were	VBD	I-VP	O	Tamils	waiting	NC
waiting	VBG	I-VP	O	were	on	NC
on	IN	I-PP	O	waiting	the	NC
the	DT	I-NP	O	on	western	NC
western	JJ	I-NP	O	the	coast	NC
coast	NN	I-NP	O	western	of	NC
of	IN	I-PP	O	coast	Sri	NC
Sri	NNP	I-NP	LOC	of	Lanka	C
Lanka	NNP	I-NP	LOC	Sri	to	C
to	TO	I-VP	O	Lanka	cross	NC
cross	VB	I-VP	O	to	into	NC
into	IN	I-PP	O	cross	India	NC
India	NNP	I-NP	LOC	into	.	C
.	.	O	O	India	The	NC
The	DT	I-NP	O	.	Indian	C
Indian	JJ	I-NP	MISC	The	government	C
government	NN	I-NP	O	Indian	has	NC
has	VBZ	I-VP	O	government	warned	NC
warned	VBN	I-VP	O	has	its	NC
its	PRP$	I-NP	O	warned	fishermen	NC
fishermen	NNS	I-NP	O	its	that	NC
that	IN	B-NP	O	fishermen	their	NC
their	PRP$	B-NP	O	that	boats	NC
boats	NNS	I-NP	O	their	would	NC
would	MD	I-VP	O	boats	be	NC
be	VB	I-VP	O	would	impounded	NC
impounded	VBN	I-VP	O	be	if	NC
if	IN	I-SBAR	O	impounded	they	NC
they	PRP	I-NP	O	if	were	NC
were	VBD	I-VP	O	they	caught	NC
caught	VBN	I-VP	O	were	ferrying	NC
ferrying	VBG	I-VP	O	caught	refugees	NC
refugees	NNS	I-NP	O	ferrying	.	NC
.	.	O	O	refugees	The	NC
The	DT	I-NP	O	.	fishermen	C
fishermen	NNS	I-NP	O	The	went	NC
went	VBD	I-VP	O	fishermen	on	NC
on	IN	I-PP	O	went	strike	NC
strike	NN	I-NP	O	on	last	NC
last	JJ	B-NP	O	strike	week	NC
week	NN	I-NP	O	last	to	NC
to	TO	I-VP	O	week	protest	NC
protest	VB	I-VP	O	to	the	NC
the	DT	I-NP	O	protest	government	NC
government	NN	I-NP	O	the	's	NC
's	POS	B-NP	O	government	cancellation	NC
cancellation	NN	I-NP	O	's	of	NC
of	IN	I-PP	O	cancellation	three	NC
three	CD	I-NP	O	of	trawlers	NC
trawlers	NNS	I-NP	O	three	'	NC
'	POS	B-NP	O	trawlers	fishing	NC
fishing	NN	I-NP	O	'	licenses	NC
licenses	NNS	I-NP	O	fishing	after	NC
after	IN	I-PP	O	licenses	the	NC
the	DT	I-NP	O	after	boats	NC
boats	NNS	I-NP	O	the	were	NC
were	VBD	I-VP	O	boats	caught	NC
caught	VBN	I-VP	O	were	carrying	NC
carrying	VBG	I-VP	O	caught	Tamil	NC
Tamil	NNP	I-NP	MISC	carrying	refugees	C
refugees	NNS	I-NP	O	Tamil	.	NC
.	.	O	O	refugees	All	NC
All	DT	I-NP	ORG	.	Fishermen	C
Fishermen	NNP	I-NP	ORG	All	's	C
's	POS	B-NP	ORG	Fishermen	Association	NC
Association	NNP	I-NP	ORG	's	secretary	C
secretary	NN	I-NP	O	Association	N.J.	NC
N.J.	NNP	I-NP	PER	secretary	Bose	C
Bose	NNP	I-NP	PER	N.J.	said	C
said	VBD	I-VP	O	Bose	the	NC
the	DT	I-NP	O	said	strike	NC
strike	NN	I-NP	O	the	would	NC
would	MD	I-VP	O	strike	continue	NC
continue	VB	I-VP	O	would	indefinitely	NC
indefinitely	RB	I-ADVP	O	continue	and	NC
and	CC	O	O	indefinitely	the	NC
the	DT	I-NP	O	and	fishermen	NC
fishermen	NNS	I-NP	O	the	would	NC
would	MD	I-VP	O	fishermen	block	NC
block	VB	I-VP	O	would	road	NC
road	NN	I-NP	O	block	and	NC
and	CC	I-NP	O	road	rail	NC
rail	NN	I-NP	O	and	traffic	NC
traffic	NN	I-NP	O	rail	if	NC
if	IN	I-SBAR	O	traffic	their	NC
their	PRP$	I-NP	O	if	demands	NC
demands	NNS	I-NP	O	their	were	NC
were	VBD	I-VP	O	demands	not	NC
not	RB	I-VP	O	were	met	NC
met	VBN	I-VP	O	not	.	NC
.	.	O	O	met	""""	NC
""""	""""	O	O	.	Until	NC
Until	IN	I-PP	O	""""	the	C
the	DT	I-NP	O	Until	government	NC
government	NN	I-NP	O	the	releases	NC
releases	VBZ	I-VP	O	government	our	NC
our	PRP$	I-NP	O	releases	boats	NC
boats	NNS	I-NP	O	our	from	NC
from	IN	I-PP	O	boats	naval	NC
naval	JJ	I-NP	O	from	custody	NC
custody	NN	I-NP	O	naval	and	NC
and	CC	O	O	custody	Sri	NC
Sri	NNP	I-NP	MISC	and	Lankan	C
Lankan	NNP	I-NP	MISC	Sri	naval	C
naval	JJ	B-NP	O	Lankan	custody	NC
custody	NN	I-NP	O	naval	,	NC
,	,	O	O	custody	and	NC
and	CC	O	O	,	gives	NC
gives	VBZ	I-VP	O	and	us	NC
us	PRP	I-NP	O	gives	assurance	NC
assurance	NN	I-NP	O	us	(	NC
(	(	O	O	assurance	it	NC
it	PRP	I-NP	O	(	will	NC
will	MD	I-VP	O	it	not	NC
not	RB	I-VP	O	will	revoke	NC
revoke	VB	I-VP	O	not	licences	NC
licences	NNS	I-NP	O	revoke	of	NC
of	IN	I-PP	O	licences	boats	NC
boats	NNS	I-NP	O	of	ferrying	NC
ferrying	VBG	I-VP	O	boats	refugees	NC
refugees	NNS	I-NP	O	ferrying	)	NC
)	)	O	O	refugees	,	NC
,	,	O	O	)	we	NC
we	PRP	I-NP	O	,	will	NC
will	MD	I-VP	O	we	not	NC
not	RB	I-VP	O	will	call	NC
call	VB	I-VP	O	not	off	NC
off	IN	I-PP	O	call	our	NC
our	PRP$	I-NP	O	off	strike	NC
strike	NN	I-NP	O	our	,	NC
,	,	O	O	strike	""""	NC
""""	""""	O	O	,	Bose	NC
Bose	NNP	I-NP	PER	""""	said	C
said	VBD	I-VP	O	Bose	.	NC
.	.	O	O	said	LTTE	NC
LTTE	JJ	I-NP	ORG	.	spokesmen	C
spokesmen	NNS	I-NP	O	LTTE	could	NC
could	MD	I-VP	O	spokesmen	not	NC
not	RB	I-VP	O	could	immediately	NC
immediately	RB	I-VP	O	not	be	NC
be	VB	I-VP	O	immediately	reached	NC
reached	VBN	I-VP	O	be	for	NC
for	IN	I-PP	O	reached	comment	NC
comment	NN	I-NP	O	for	,	NC
,	,	O	O	comment	but	NC
but	CC	O	O	,	Sri	NC
Sri	NNP	I-NP	MISC	but	Lankan	C
Lankan	NNP	I-NP	MISC	Sri	fishermen	C
fishermen	NNS	I-NP	O	Lankan	denied	NC
denied	VBD	I-VP	O	fishermen	that	NC
that	IN	I-SBAR	O	denied	Indians	NC
Indians	NNPS	I-NP	MISC	that	were	C
were	VBD	I-VP	O	Indians	being	NC
being	VBG	I-VP	O	were	coerced	NC
coerced	VBN	I-NP	O	being	into	NC
into	IN	I-PP	O	coerced	carrying	NC
carrying	VBG	I-VP	O	into	refugees	NC
refugees	NNS	I-NP	O	carrying	across	NC
across	IN	I-PP	O	refugees	the	NC
the	DT	I-NP	O	across	Palk	NC
Palk	NNP	I-NP	LOC	the	Strait	C
Strait	NNP	I-NP	LOC	Palk	.	C
.	.	O	O	Strait	""""	NC
""""	""""	O	O	.	Indian	NC
Indian	NNP	I-NP	MISC	""""	fishermen	C
fishermen	NNS	I-NP	O	Indian	come	NC
come	VBP	I-VP	O	fishermen	right	NC
right	JJ	I-ADJP	O	come	up	NC
up	IN	I-PP	O	right	to	NC
to	TO	B-PP	O	up	Pesalai	NC
Pesalai	NNP	I-NP	LOC	to	to	C
to	TO	I-PP	O	Pesalai	fish	NC
fish	NN	I-NP	O	to	,	NC
,	,	O	O	fish	and	NC
and	CC	O	O	,	when	NC
when	WRB	I-ADVP	O	and	refugees	NC
refugees	NNS	I-NP	O	when	request	NC
request	VBP	I-VP	O	refugees	them	NC
them	PRP	I-NP	O	request	to	NC
to	TO	I-VP	O	them	ferry	NC
ferry	VB	I-VP	O	to	them	NC
them	PRP	I-NP	O	ferry	across	NC
across	IN	I-PP	O	them	,	NC
,	,	O	O	across	they	NC
they	PRP	I-NP	O	,	readily	NC
readily	RB	I-ADVP	O	they	oblige	NC
oblige	VB	I-VP	O	readily	.	NC
.	.	O	O	oblige	Only	NC
Only	RB	I-NP	O	.	some	C
some	DT	I-NP	O	Only	take	NC
take	JJ	I-NP	O	some	money	NC
money	NN	I-NP	O	take	,	NC
,	,	O	O	money	""""	NC
""""	""""	O	O	,	Sri	NC
Sri	NNP	I-NP	MISC	""""	Lankan	C
Lankan	NNP	I-NP	MISC	Sri	boatman	C
boatman	NN	I-NP	O	Lankan	Chinnathambi	NC
Chinnathambi	NNP	I-NP	PER	boatman	said	C
said	VBD	I-VP	O	Chinnathambi	.	NC
.	.	O	O	said	Arulanandam	NC
Arulanandam	NNP	I-NP	PER	.	denied	C
denied	VBD	I-VP	O	Arulanandam	the	NC
the	DT	I-NP	O	denied	fishermen	NC
fishermen	NNS	I-NP	O	the	charged	NC
charged	VBD	I-VP	O	fishermen	the	NC
the	DT	I-NP	O	charged	refugees	NC
refugees	NNS	I-NP	O	the	for	NC
for	IN	I-SBAR	O	refugees	passage	NC
passage	NN	I-NP	O	for	to	NC
to	TO	I-PP	O	passage	India	NC
India	NNP	I-NP	LOC	to	and	C
and	CC	O	O	India	said	NC
said	VBD	I-VP	O	and	it	NC
it	PRP	I-NP	O	said	was	NC
was	VBD	I-VP	O	it	unfair	NC
unfair	JJ	I-ADJP	O	was	to	NC
to	TO	I-VP	O	unfair	penalise	NC
penalise	VB	I-VP	O	to	them	NC
them	PRP	I-NP	O	penalise	for	NC
for	IN	I-PP	O	them	the	NC
the	DT	I-NP	O	for	refugees	NC
refugees	NNS	I-NP	O	the	'	NC
'	POS	B-NP	O	refugees	arrival	NC
arrival	NN	I-NP	O	'	.	NC
.	.	O	O	arrival	""""	NC
""""	""""	O	O	.	We	NC
We	PRP	I-NP	O	""""	have	C
have	VBP	I-VP	O	We	not	NC
not	RB	I-VP	O	have	gone	NC
gone	VBN	I-VP	O	not	to	NC
to	TO	I-PP	O	gone	sea	NC
sea	NN	I-NP	O	to	since	NC
since	IN	I-PP	O	sea	August	NC
August	NNP	I-NP	O	since	19	C
19	CD	I-NP	O	August	,	NC
,	,	O	O	19	but	NC
but	CC	O	O	,	refugees	NC
refugees	NNS	I-NP	O	but	are	NC
are	VBP	I-VP	O	refugees	arriving	NC
arriving	VBG	I-VP	O	are	daily	NC
daily	JJ	I-NP	O	arriving	nevertheless	NC
nevertheless	RB	I-ADVP	O	daily	.	NC
.	.	O	O	nevertheless	How	NC
How	WRB	I-ADVP	O	.	could	C
could	MD	O	O	How	we	NC
we	PRP	I-NP	O	could	alone	NC
alone	RB	I-ADVP	O	we	be	NC
be	VB	I-VP	O	alone	held	NC
held	VBN	I-VP	O	be	responsible	NC
responsible	JJ	I-ADJP	O	held	for	NC
for	IN	I-PP	O	responsible	the	NC
the	DT	I-NP	O	for	influx	NC
influx	NN	I-NP	O	the	?	NC
?	.	O	O	influx	""""	NC
""""	""""	O	O	?	he	NC
he	PRP	I-NP	O	""""	said	NC
said	VBD	I-VP	O	he	.	NC
.	.	O	O	said	An	NC
An	DT	I-NP	O	.	Indian	C
Indian	NNP	I-NP	ORG	An	Fisheries	C
Fisheries	NNPS	I-NP	ORG	Indian	Department	C
Department	NNP	I-NP	ORG	Fisheries	official	C
official	NN	I-NP	O	Department	said	NC
said	VBD	I-VP	O	official	the	NC
the	DT	I-NP	O	said	government	NC
government	NN	I-NP	O	the	planned	NC
planned	VBD	I-VP	O	government	to	NC
to	TO	I-VP	O	planned	urge	NC
urge	VB	I-VP	O	to	fishermen	NC
fishermen	NNS	I-NP	O	urge	not	NC
not	RB	O	O	fishermen	to	NC
to	TO	I-VP	O	not	cross	NC
cross	VB	I-VP	O	to	the	NC
the	DT	I-NP	O	cross	international	NC
international	JJ	I-NP	O	the	boundary	NC
boundary	NN	I-NP	O	international	between	NC
between	IN	I-PP	O	boundary	India	NC
India	NNP	I-NP	LOC	between	and	C
and	CC	O	O	India	Sri	NC
Sri	NNP	I-NP	LOC	and	Lanka	C
Lanka	NNP	I-NP	LOC	Sri	,	C
,	,	O	O	Lanka	but	NC
but	CC	O	O	,	admitted	NC
admitted	VBD	I-VP	O	but	this	NC
this	DT	I-NP	O	admitted	would	NC
would	MD	I-VP	O	this	be	NC
be	VB	I-VP	O	would	hard	NC
hard	JJ	I-ADJP	O	be	to	NC
to	TO	I-VP	O	hard	enforce	NC
enforce	VB	I-VP	O	to	because	NC
because	RB	I-PP	O	enforce	of	NC
of	IN	I-PP	O	because	Sri	NC
Sri	NNP	I-NP	LOC	of	Lanka	C
Lanka	NNP	I-NP	LOC	Sri	's	C
's	POS	B-NP	O	Lanka	pomfret-rich	NC
pomfret-rich	JJ	I-NP	O	's	waters	NC
waters	NNS	I-NP	O	pomfret-rich	.	NC
.	.	O	O	waters	Indian	NC
Indian	JJ	I-NP	MISC	.	cotton	C
cotton	NN	I-NP	O	Indian	trade	NC
trade	NN	I-NP	O	cotton	shut	NC
shut	VBD	I-VP	O	trade	for	NC
for	IN	I-PP	O	shut	local	NC
local	JJ	I-NP	O	for	festival	NC
festival	NN	I-NP	O	local	.	NC
.	.	O	O	festival	BOMBAY	NC
BOMBAY	NNP	I-NP	LOC	.	1996-08-28	C
1996-08-28	CD	I-NP	O	BOMBAY	India	NC
India	NNP	I-NP	LOC	1996-08-28	's	C
's	POS	B-NP	O	India	cotton	NC
cotton	NN	I-NP	O	's	trade	NC
trade	NN	I-NP	O	cotton	was	NC
was	VBD	I-VP	O	trade	shut	NC
shut	VBN	I-VP	O	was	on	NC
on	IN	I-PP	O	shut	Wednesday	NC
Wednesday	NNP	I-NP	O	on	for	C
for	IN	I-PP	O	Wednesday	a	NC
a	DT	I-NP	O	for	local	NC
local	JJ	I-NP	O	a	religious	NC
religious	JJ	I-NP	O	local	festival	NC
festival	NN	I-NP	O	religious	,	NC
,	,	O	O	festival	dealers	NC
dealers	NNS	I-NP	O	,	said	NC
said	VBD	I-VP	O	dealers	.	NC
.	.	O	O	said	Trading	NC
Trading	NN	I-NP	O	.	will	C
will	MD	I-VP	O	Trading	resume	NC
resume	VB	I-VP	O	will	on	NC
on	IN	I-PP	O	resume	Thursday	NC
Thursday	NNP	I-NP	O	on	.	C
.	.	O	O	Thursday	On	NC
On	IN	I-PP	O	.	Tuesday	C
Tuesday	NNP	I-NP	O	On	,	C
,	,	O	O	Tuesday	cotton	NC
cotton	NN	I-NP	O	,	prices	NC
prices	NNS	I-NP	O	cotton	fell	NC
fell	VBD	I-VP	O	prices	on	NC
on	IN	I-PP	O	fell	profit-taking	NC
profit-taking	NN	I-NP	O	on	prompted	NC
prompted	VBN	I-VP	O	profit-taking	by	NC
by	IN	I-PP	O	prompted	increased	NC
increased	VBN	I-NP	O	by	offerings	NC
offerings	NNS	I-NP	O	increased	from	NC
from	IN	I-PP	O	offerings	state	NC
state	NN	I-NP	O	from	agencies	NC
agencies	NNS	I-NP	O	state	.	NC
.	.	O	O	agencies	""""	NC
""""	""""	O	O	.	Export	NC
Export	NNP	I-NP	O	""""	deals	C
deals	NNS	I-NP	O	Export	remained	NC
remained	VBD	I-VP	O	deals	thin	NC
thin	JJ	I-ADJP	O	remained	and	NC
and	CC	O	O	thin	hardly	NC
hardly	RB	I-NP	O	and	a	NC
a	DT	I-NP	O	hardly	few	NC
few	JJ	I-NP	O	a	thousand	NC
thousand	CD	I-NP	O	few	bales	NC
bales	NNS	I-NP	O	thousand	were	NC
were	VBD	I-VP	O	bales	traded	NC
traded	VBN	I-VP	O	were	at	NC
at	IN	I-PP	O	traded	the	NC
the	DT	I-NP	O	at	rate	NC
rate	NN	I-NP	O	the	of	NC
of	IN	I-PP	O	rate	57.50	NC
57.50	CD	I-NP	O	of	/	NC
/	SYM	O	O	57.50	60	NC
60	CD	I-NP	O	/	cents	NC
cents	NNS	I-NP	O	60	per	NC
per	IN	I-PP	O	cents	pound	NC
pound	NN	I-NP	O	per	,	NC
,	,	O	O	pound	""""	NC
""""	""""	O	O	,	one	NC
one	CD	I-NP	O	""""	broker	NC
broker	NN	I-NP	O	one	said	NC
said	VBD	I-VP	O	broker	.	NC
.	.	O	O	said	--	NC
--	:	O	O	.	Bombay	NC
Bombay	NNP	I-NP	ORG	--	Commodities	C
Commodities	NNP	I-NP	ORG	Bombay	+91-22-265	C
+91-22-265	CD	I-NP	O	Commodities	9000	NC
9000	CD	I-NP	O	+91-22-265	VW	NC
VW	NNP	I-NP	ORG	9000	sees	C
sees	VBZ	I-VP	O	VW	group	NC
group	NN	I-NP	O	sees	net	NC
net	JJ	I-NP	O	group	profit	NC
profit	NN	I-NP	O	net	doubling	NC
doubling	NN	I-NP	O	profit	in	NC
in	IN	I-PP	O	doubling	Q3	NC
Q3	NN	I-NP	O	in	.	C
.	.	O	O	Q3	DRESDEN	NC
DRESDEN	NNP	I-NP	LOC	.	,	C
,	,	O	O	DRESDEN	Germany	NC
Germany	NNP	I-NP	LOC	,	1996-08-28	C
1996-08-28	CD	I-NP	O	Germany	German	NC
German	JJ	I-NP	MISC	1996-08-28	carmaker	C
carmaker	NN	I-NP	O	German	Volkswagen	NC
Volkswagen	NNP	B-NP	ORG	carmaker	AG	C
AG	NNP	I-NP	ORG	Volkswagen	said	C
said	VBD	I-VP	O	AG	on	NC
on	IN	I-PP	O	said	Wednesday	NC
Wednesday	NNP	I-NP	O	on	that	C
that	IN	I-SBAR	O	Wednesday	it	NC
it	PRP	I-NP	O	that	expected	NC
expected	VBD	I-VP	O	it	group	NC
group	NN	I-NP	O	expected	net	NC
net	JJ	I-NP	O	group	profit	NC
profit	NN	I-NP	O	net	to	NC
