token	pos	chunk	NER	previous	following	capitals
80th	JJ	I-NP	O	(	)	NC
)	)	O	O	80th	Brazil	NC
Brazil	NNP	I-NP	LOC	)	-	C
-	:	O	O	Brazil	Donizetti	NC
Donizetti	NNP	I-NP	PER	-	(	C
(	(	O	O	Donizetti	47th	NC
47th	CD	I-NP	O	(	)	NC
)	)	O	O	47th	,	NC
,	,	O	O	)	Ronaldo	NC
Ronaldo	NNP	I-NP	PER	,	(	C
(	(	O	O	Ronaldo	85th	NC
85th	CD	I-NP	O	(	)	NC
)	)	O	O	85th	Attendence	NC
Attendence	NN	I-NP	O	)	:	C
:	:	O	O	Attendence	20,000	NC
20,000	CD	I-NP	O	:	SQUASH	NC
SQUASH	NNP	I-NP	O	20,000	-	C
-	:	O	O	SQUASH	HONG	NC
HONG	NNP	I-NP	MISC	-	OPEN	C
OPEN	NNP	O	MISC	HONG	FIRST	C
FIRST	NNP	I-NP	O	OPEN	ROUND	C
ROUND	NNP	I-NP	O	FIRST	RESULTS	C
RESULTS	NNS	I-NP	O	ROUND	.	C
.	.	O	O	RESULTS	HONG	NC
HONG	IN	I-PP	LOC	.	KONG	C
KONG	VBG	I-VP	LOC	HONG	1996-08-28	C
1996-08-28	CD	I-NP	O	KONG	First	NC
First	RB	I-ADVP	O	1996-08-28	round	C
round	NN	I-NP	O	First	results	NC
results	NNS	I-NP	O	round	in	NC
in	IN	I-PP	O	results	the	NC
the	DT	I-NP	O	in	Hong	NC
Hong	NNP	I-NP	MISC	the	Kong	C
Kong	NNP	I-NP	MISC	Hong	Open	C
Open	NNP	I-NP	MISC	Kong	on	C
on	IN	I-PP	O	Open	Wednesday	NC
Wednesday	NNP	I-NP	O	on	(	C
(	(	O	O	Wednesday	prefix	NC
prefix	JJ	I-NP	O	(	denotes	NC
denotes	NNS	I-NP	O	prefix	seeding	NC
seeding	VBG	I-VP	O	denotes	)	NC
)	)	O	O	seeding	:	NC
:	:	O	O	)	2	NC
2	CD	I-NP	O	:	-	NC
-	:	I-NP	O	2	Rodney	NC
Rodney	NNP	I-NP	PER	-	Eyles	C
Eyles	NNPS	I-NP	PER	Rodney	(	C
(	(	O	O	Eyles	Australia	NC
Australia	NNP	I-NP	LOC	(	)	C
)	)	O	O	Australia	beat	NC
beat	VB	I-VP	O	)	Zarak	NC
Zarak	NNP	I-NP	PER	beat	Jahan	C
Jahan	NNP	I-NP	PER	Zarak	Khan	C
Khan	NNP	I-NP	PER	Jahan	(	C
(	(	O	O	Khan	Pakistan	NC
Pakistan	NNP	I-NP	LOC	(	)	C
)	)	O	O	Pakistan	15-6	NC
15-6	CD	I-NP	O	)	8-15	NC
8-15	CD	I-NP	O	15-6	15-10	NC
15-10	JJ	I-NP	O	8-15	7-15	NC
7-15	JJ	I-NP	O	15-10	15-12	NC
15-12	CD	B-NP	O	7-15	4	NC
4	CD	I-NP	O	15-12	-	NC
-	:	I-NP	O	4	Peter	NC
Peter	NNP	I-NP	PER	-	Nicol	C
Nicol	NNP	I-NP	PER	Peter	(	C
(	(	O	O	Nicol	Scotland	NC
Scotland	NNP	I-NP	LOC	(	)	C
)	)	O	O	Scotland	beat	NC
beat	VB	I-VP	O	)	Julian	NC
Julian	NNP	I-NP	PER	beat	Wellings	C
Wellings	NNP	I-NP	PER	Julian	(	C
(	(	O	O	Wellings	England	NC
England	NNP	I-NP	LOC	(	)	C
)	)	O	O	England	15-8	NC
15-8	CD	I-NP	O	)	15-7	NC
15-7	CD	I-NP	O	15-8	15-6	NC
15-6	CD	I-NP	O	15-7	Derek	NC
Derek	NNP	I-NP	PER	15-6	Ryan	C
Ryan	NNP	I-NP	PER	Derek	(	C
(	(	O	O	Ryan	Ireland	NC
Ireland	NNP	I-NP	LOC	(	)	C
)	)	O	O	Ireland	beat	NC
beat	VB	I-VP	O	)	5	NC
5	CD	I-NP	O	beat	-	NC
-	:	I-NP	O	5	Simon	NC
Simon	NNP	I-NP	PER	-	Parke	C
Parke	NNP	I-NP	PER	Simon	(	C
(	(	O	O	Parke	England	NC
England	NNP	I-NP	LOC	(	)	C
)	)	O	O	England	15-11	NC
15-11	CD	I-NP	O	)	15-11	NC
15-11	CD	I-NP	O	15-11	2-15	NC
2-15	CD	I-ADVP	O	15-11	15-11	NC
15-11	CD	I-NP	O	2-15	7	NC
7	CD	I-NP	O	15-11	-	NC
-	:	I-NP	O	7	Chris	NC
Chris	NNP	I-NP	PER	-	Walker	C
Walker	NNP	I-NP	PER	Chris	(	C
(	(	O	O	Walker	England	NC
England	NNP	I-NP	LOC	(	)	C
)	)	O	O	England	beat	NC
beat	VB	I-VP	O	)	Julien	NC
Julien	NNP	I-NP	PER	beat	Bonetat	C
Bonetat	NNP	I-NP	PER	Julien	(	C
(	(	O	O	Bonetat	France	NC
France	NNP	I-NP	LOC	(	)	C
)	)	O	O	France	15-12	NC
15-12	CD	I-NP	O	)	15-6	NC
15-6	CD	I-NP	O	15-12	15-2	NC
15-2	CD	I-NP	O	15-6	Jonathon	NC
Jonathon	NNP	I-NP	PER	15-2	Power	C
Power	NNP	I-NP	PER	Jonathon	(	C
(	(	O	O	Power	Canada	NC
Canada	NNP	I-NP	LOC	(	)	C
)	)	O	O	Canada	beat	NC
beat	VB	I-VP	O	)	Ahmed	NC
Ahmed	NNP	I-NP	PER	beat	Barada	C
Barada	NNP	I-NP	PER	Ahmed	(	C
(	(	O	O	Barada	Egypt	NC
Egypt	NNP	I-NP	LOC	(	)	C
)	)	O	O	Egypt	11-15	NC
11-15	CD	I-NP	O	)	8-15	NC
8-15	CD	I-NP	O	11-15	15-13	NC
15-13	CD	I-NP	O	8-15	15-11	NC
15-11	CD	I-NP	O	15-13	15-2	NC
15-2	CD	I-NP	O	15-11	Amr	NC
Amr	NNP	I-NP	PER	15-2	Shabana	C
Shabana	NNP	I-NP	PER	Amr	(	C
(	(	O	O	Shabana	Egypt	NC
Egypt	NNP	I-NP	LOC	(	)	C
)	)	O	O	Egypt	beat	NC
beat	VB	I-VP	O	)	John	NC
John	NNP	I-NP	PER	beat	White	C
White	NNP	I-NP	PER	John	(	C
(	(	O	O	White	Australia	NC
Australia	NNP	I-NP	LOC	(	)	C
)	)	O	O	Australia	10-15	NC
10-15	CD	I-NP	O	)	15-9	NC
15-9	JJ	I-NP	O	10-15	15-10	NC
15-10	JJ	I-NP	O	15-9	16-17	NC
16-17	NN	I-ADVP	O	15-10	15-1	NC
15-1	NNP	I-NP	O	16-17	Paul	NC
Paul	NNP	I-NP	PER	15-1	Johnson	C
Johnson	NNP	I-NP	PER	Paul	(	C
(	(	O	O	Johnson	England	NC
England	NNP	I-NP	LOC	(	)	C
)	)	O	O	England	beat	NC
beat	VB	I-VP	O	)	Tony	NC
Tony	NNP	I-NP	PER	beat	Hands	C
Hands	NNS	I-NP	PER	Tony	(	C
(	(	O	O	Hands	England	NC
England	NNP	I-NP	LOC	(	)	C
)	)	O	O	England	12-15	NC
12-15	CD	I-NP	O	)	15-11	NC
15-11	CD	I-NP	O	12-15	7-15	NC
7-15	CD	I-NP	O	15-11	15-6	NC
15-6	CD	I-NP	O	7-15	15-11	NC
15-11	CD	I-NP	O	15-6	Zubair	NC
Zubair	NNP	I-NP	PER	15-11	Jahan	C
Jahan	NNP	I-NP	PER	Zubair	Khan	C
Khan	NNP	I-NP	PER	Jahan	(	C
(	(	O	O	Khan	Pakistan	NC
Pakistan	NNP	I-NP	LOC	(	)	C
)	)	O	O	Pakistan	beat	NC
beat	VB	I-VP	O	)	Faheem	NC
Faheem	NNP	I-NP	PER	beat	Khan	C
Khan	NNP	I-NP	PER	Faheem	(	C
(	(	O	O	Khan	Hong	NC
Hong	NNP	I-NP	LOC	(	Kong	C
Kong	NNP	I-NP	LOC	Hong	)	C
)	)	O	O	Kong	12-15	NC
12-15	CD	I-NP	O	)	15-10	NC
15-10	JJ	I-NP	O	12-15	15-10	NC
15-10	JJ	I-NP	O	15-10	15-10	NC
15-10	JJ	I-NP	O	15-10	R	NC
R	NN	I-NP	O	15-10	BASKETBALL	C
BASKETBALL	NNP	I-NP	O	R	-	C
-	:	O	O	BASKETBALL	FORMULA	NC
FORMULA	NNP	I-NP	ORG	-	SHELL	C
SHELL	NNP	I-NP	ORG	FORMULA	WIN	C
WIN	NNP	I-NP	O	SHELL	GAME	C
GAME	NNP	I-NP	O	WIN	ONE	C
ONE	CD	I-NP	O	GAME	IN	C
IN	IN	I-PP	O	ONE	PHILIPPINES	C
PHILIPPINES	NNS	I-NP	O	IN	.	C
.	.	O	O	PHILIPPINES	MANILA	NC
MANILA	NNP	I-NP	LOC	.	1996-08-28	C
1996-08-28	CD	I-NP	O	MANILA	Result	NC
Result	NN	I-NP	O	1996-08-28	of	C
of	IN	I-PP	O	Result	game	NC
game	NN	I-NP	O	of	one	NC
one	CD	B-NP	O	game	of	NC
of	IN	I-PP	O	one	the	NC
the	DT	I-NP	O	of	Philippine	NC
Philippine	JJ	I-NP	ORG	the	Basketball	C
Basketball	NNP	I-NP	ORG	Philippine	Association	C
Association	NNP	I-NP	ORG	Basketball	second	C
second	JJ	I-NP	O	Association	conference	NC
conference	NN	I-NP	O	second	finals	NC
finals	NNS	I-NP	O	conference	on	NC
on	IN	I-PP	O	finals	Tuesday	NC
Tuesday	NNP	I-NP	O	on	:	C
:	:	O	O	Tuesday	Formula	NC
Formula	NNP	I-NP	ORG	:	Shell	C
Shell	NNP	I-NP	ORG	Formula	beat	C
beat	VBD	I-VP	O	Shell	Alaska	NC
Alaska	NNP	I-NP	ORG	beat	Milk	C
Milk	NN	I-NP	ORG	Alaska	85-82	C
85-82	CD	I-NP	O	Milk	(	NC
(	(	O	O	85-82	36-46	NC
36-46	CD	I-NP	O	(	)	NC
)	)	O	O	36-46	(	NC
(	(	O	O	)	Formula	NC
Formula	NNP	I-NP	ORG	(	Shell	C
Shell	NNP	I-NP	ORG	Formula	leads	C
leads	VBZ	I-VP	O	Shell	best-of-seven	NC
best-of-seven	JJ	I-NP	O	leads	series	NC
series	NN	I-NP	O	best-of-seven	1-0	NC
1-0	CD	I-NP	O	series	)	NC
)	)	O	O	1-0	SOCCER	NC
SOCCER	NN	I-NP	O	)	-	C
-	:	O	O	SOCCER	ISRAELI	NC
ISRAELI	NNP	I-NP	MISC	-	FIRST	C
FIRST	NNP	I-NP	O	ISRAELI	DIVISION	C
DIVISION	NNP	I-NP	O	FIRST	RESULTS	C
RESULTS	NNS	I-NP	O	DIVISION	.	C
.	.	O	O	RESULTS	JERUSALEM	NC
JERUSALEM	VBN	I-NP	LOC	.	1996-08-28	C
1996-08-28	CD	I-NP	O	JERUSALEM	Results	NC
Results	NNS	I-NP	O	1996-08-28	of	C
of	IN	I-PP	O	Results	first	NC
first	JJ	I-NP	O	of	division	NC
division	NN	I-NP	O	first	soccer	NC
soccer	NN	I-NP	O	division	matches	NC
matches	NNS	I-NP	O	soccer	played	NC
played	VBN	I-VP	O	matches	over	NC
over	IN	I-PP	O	played	the	NC
the	DT	I-NP	O	over	weekend	NC
weekend	NN	I-NP	O	the	and	NC
and	CC	O	O	weekend	Tuesday	NC
Tuesday	NNP	I-NP	O	and	:	C
:	:	O	O	Tuesday	Hapoel	NC
Hapoel	NNP	I-NP	ORG	:	Kfar	C
Kfar	NNP	I-NP	ORG	Hapoel	Sava	C
Sava	NNP	I-NP	ORG	Kfar	0	C
0	CD	I-NP	O	Sava	Hapoel	NC
Hapoel	NNP	I-NP	ORG	0	Zafririm	C
Zafririm	NNP	I-NP	ORG	Hapoel	Holon	C
Holon	NNP	I-NP	ORG	Zafririm	1	C
1	CD	I-NP	O	Holon	Hapoel	NC
Hapoel	NNP	I-NP	ORG	1	Tel	C
Tel	NNP	I-NP	ORG	Hapoel	Aviv	C
Aviv	NNP	I-NP	ORG	Tel	1	C
1	CD	I-NP	O	Aviv	Maccabi	NC
Maccabi	NNP	I-NP	ORG	1	Haifa	C
Haifa	NNP	I-NP	ORG	Maccabi	3	C
3	CD	I-NP	O	Haifa	Hapoel	NC
Hapoel	NNP	I-NP	ORG	3	Jerusalem	C
Jerusalem	NNP	I-NP	ORG	Hapoel	0	C
0	CD	I-NP	O	Jerusalem	Hapoel	NC
Hapoel	NNP	I-NP	ORG	0	Petah	C
Petah	NNP	I-NP	ORG	Hapoel	Tikva	C
Tikva	NNP	I-NP	ORG	Petah	3	C
3	CD	I-NP	O	Tikva	Hapoel	NC
Hapoel	NNP	I-NP	ORG	3	Ironi	C
Ironi	NNP	I-NP	ORG	Hapoel	Rishon	C
Rishon	NNP	I-NP	ORG	Ironi	Lezion	C
Lezion	NNP	I-NP	O	Rishon	3	C
3	CD	I-NP	O	Lezion	Hapoel	NC
Hapoel	NNP	I-NP	ORG	3	Taibe	C
Taibe	NNP	I-NP	ORG	Hapoel	1	C
1	CD	I-NP	O	Taibe	Hapoel	NC
Hapoel	NNP	I-NP	ORG	1	Beit	C
Beit	NNP	I-NP	ORG	Hapoel	She'an	C
She'an	NNP	I-NP	ORG	Beit	0	C
0	CD	I-NP	O	She'an	Hapoel	NC
Hapoel	NNP	I-NP	ORG	0	Beit	C
Beit	NNP	I-NP	ORG	Hapoel	She'an	C
She'an	NNP	I-NP	ORG	Beit	1	C
1	CD	I-NP	O	She'an	Maccabi	NC
Maccabi	NNP	I-NP	ORG	1	Petah	C
Petah	NNP	I-NP	ORG	Maccabi	Tikva	C
Tikva	NNP	I-NP	ORG	Petah	0	C
0	CD	I-NP	O	Tikva	Betar	NC
Betar	NNP	I-NP	ORG	0	Jerusalem	C
Jerusalem	NNP	I-NP	ORG	Betar	3	C
3	CD	I-NP	O	Jerusalem	Hapoel	NC
Hapoel	NNP	I-NP	ORG	3	Haifa	C
Haifa	NNP	I-NP	ORG	Hapoel	3	C
3	CD	I-NP	O	Haifa	Maccabi	NC
Maccabi	NNP	I-NP	O	3	Tel	C
Tel	NNP	I-NP	ORG	Maccabi	Aviv	C
Aviv	NNP	I-NP	ORG	Tel	1	C
1	CD	I-NP	O	Aviv	Hapoel	NC
Hapoel	NNP	I-NP	ORG	1	Beersheva	C
Beersheva	NNP	I-NP	ORG	Hapoel	2	C
2	CD	I-NP	O	Beersheva	Maccabi	NC
Maccabi	NNP	I-NP	ORG	2	Herzliya	C
Herzliya	NNP	I-NP	ORG	Maccabi	0	C
0	CD	I-NP	O	Herzliya	TENNIS	NC
TENNIS	NNS	I-NP	O	0	-	C
-	:	O	O	TENNIS	SELES	NC
SELES	NNP	I-NP	PER	-	HAS	C
HAS	VBZ	I-VP	PER	SELES	WALKOVER	C
WALKOVER	IN	I-PP	O	HAS	TO	C
TO	TO	I-VP	O	WALKOVER	U.S.	C
U.S.	NNP	I-NP	MISC	TO	OPEN	C
OPEN	NNP	O	MISC	U.S.	THIRD	C
THIRD	NNP	I-NP	O	OPEN	ROUND	C
ROUND	NNP	I-NP	O	THIRD	.	C
.	.	O	O	ROUND	NEW	NC
NEW	NNP	I-NP	LOC	.	YORK	C
YORK	NNP	I-NP	LOC	NEW	1996-08-28	C
1996-08-28	CD	I-NP	O	YORK	Second	NC
Second	JJ	I-NP	O	1996-08-28	seed	C
seed	NN	I-NP	O	Second	and	NC
and	CC	O	O	seed	co-world	NC
co-world	JJ	I-NP	O	and	number	NC
number	NN	I-NP	O	co-world	one	NC
one	CD	B-NP	O	number	Monica	NC
Monica	NNP	I-NP	PER	one	Seles	C
Seles	NNP	I-NP	PER	Monica	advanced	C
advanced	VBD	I-VP	O	Seles	to	NC
to	TO	I-PP	O	advanced	the	NC
the	DT	I-NP	O	to	third	NC
third	JJ	I-NP	O	the	round	NC
round	NN	I-NP	O	third	of	NC
of	IN	I-PP	O	round	the	NC
the	DT	I-NP	O	of	U.S.	NC
U.S.	NNP	I-NP	MISC	the	Open	C
Open	NNP	I-NP	MISC	U.S.	Tennis	C
Tennis	NNP	I-NP	MISC	Open	Championships	C
Championships	NNPS	I-NP	MISC	Tennis	without	C
without	IN	I-PP	O	Championships	hitting	NC
hitting	VBG	I-VP	O	without	a	NC
a	DT	I-NP	O	hitting	ball	NC
ball	NN	I-NP	O	a	on	NC
on	IN	I-PP	O	ball	Wednesday	NC
Wednesday	NNP	I-NP	O	on	.	C
.	.	O	O	Wednesday	Seles	NC
Seles	NNS	I-NP	PER	.	,	C
,	,	O	O	Seles	the	NC
the	DT	I-NP	O	,	1991	NC
1991	CD	I-NP	O	the	and	NC
and	CC	I-NP	O	1991	1992	NC
1992	CD	I-NP	O	and	champion	NC
champion	NN	I-NP	O	1992	who	NC
who	WP	B-NP	O	champion	dropped	NC
dropped	VBD	I-VP	O	who	just	NC
just	RB	I-ADVP	O	dropped	one	NC
one	CD	I-NP	O	just	game	NC
game	NN	I-NP	O	one	in	NC
in	IN	I-PP	O	game	her	NC
her	PRP$	I-NP	O	in	opening	NC
opening	NN	I-NP	O	her	match	NC
match	NN	I-NP	O	opening	,	NC
,	,	O	O	match	was	NC
was	VBD	I-VP	O	,	scheduled	NC
scheduled	VBN	I-VP	O	was	to	NC
to	TO	I-VP	O	scheduled	play	NC
play	VB	I-VP	O	to	Laurence	NC
Laurence	NNP	I-NP	PER	play	Courtois	C
Courtois	NNP	I-NP	PER	Laurence	of	C
of	IN	I-PP	O	Courtois	Belgium	NC
Belgium	NNP	I-NP	LOC	of	Wednesay	C
Wednesay	NNP	I-NP	O	Belgium	night	C
night	NN	I-NP	O	Wednesay	.	NC
.	.	O	O	night	But	NC
But	CC	O	O	.	tournament	C
tournament	NN	I-NP	O	But	officials	NC
officials	NNS	I-NP	O	tournament	announced	NC
announced	VBD	I-VP	O	officials	about	NC
about	IN	I-PP	O	announced	four-and-a-half	NC
four-and-a-half	JJ	I-NP	O	about	hours	NC
hours	NNS	I-NP	O	four-and-a-half	before	NC
before	IN	I-PP	O	hours	the	NC
the	DT	I-NP	O	before	match	NC
match	NN	I-NP	O	the	that	NC
that	IN	I-SBAR	O	match	Courtois	NC
Courtois	NNPS	I-NP	PER	that	had	C
had	VBD	I-VP	O	Courtois	pulled	NC
pulled	VBN	I-VP	O	had	out	NC
out	RP	I-PRT	O	pulled	due	NC
due	JJ	I-ADJP	O	out	to	NC
to	TO	I-PP	O	due	a	NC
a	DT	I-NP	O	to	left	NC
left	JJ	I-NP	O	a	knee	NC
knee	NN	I-NP	O	left	bone	NC
bone	NN	I-NP	O	knee	inflammation	NC
inflammation	NN	I-NP	O	bone	,	NC
,	,	O	O	inflammation	moving	NC
moving	VBG	I-VP	O	,	Seles	NC
Seles	NNPS	I-NP	PER	moving	into	C
into	IN	I-PP	O	Seles	the	NC
the	DT	I-NP	O	into	next	NC
next	JJ	I-NP	O	the	round	NC
round	NN	I-NP	O	next	on	NC
on	IN	I-PP	O	round	a	NC
a	DT	I-NP	O	on	walkover	NC
walkover	NN	I-NP	O	a	.	NC
.	.	O	O	walkover	TENNIS	NC
TENNIS	NNS	I-NP	O	.	-	C
-	:	O	O	TENNIS	SERIOUS	NC
SERIOUS	NNS	I-NP	O	-	MEDVEDEV	C
MEDVEDEV	NNP	I-NP	PER	SERIOUS	IS	C
IS	VBZ	I-VP	O	MEDVEDEV	HAVING	C
HAVING	VBG	I-VP	O	IS	FUN	C
FUN	NNP	I-NP	O	HAVING	AGAIN	C
AGAIN	NNP	I-NP	O	FUN	.	C
.	.	O	O	AGAIN	Richard	NC
Richard	NNP	I-NP	PER	.	Finn	C
Finn	NNP	I-NP	PER	Richard	NEW	C
NEW	NNP	I-NP	LOC	Finn	YORK	C
YORK	NNP	I-NP	LOC	NEW	1996-08-28	C
1996-08-28	CD	I-NP	O	YORK	Outspoken	NC
Outspoken	NNP	I-NP	O	1996-08-28	Andrei	C
Andrei	NNP	I-NP	PER	Outspoken	Medvedev	C
Medvedev	NNP	I-NP	PER	Andrei	exchanged	C
exchanged	VBD	I-VP	O	Medvedev	his	NC
his	PRP$	I-NP	O	exchanged	reputation	NC
reputation	NN	I-NP	O	his	as	NC
as	IN	I-PP	O	reputation	the	NC
the	DT	I-NP	O	as	clown	NC
clown	NN	I-NP	O	the	prince	NC
prince	NN	I-NP	O	clown	of	NC
of	IN	I-PP	O	prince	tennis	NC
tennis	NN	I-NP	O	of	on	NC
on	IN	I-PP	O	tennis	Wednesday	NC
Wednesday	NNP	I-NP	O	on	for	C
for	IN	I-PP	O	Wednesday	a	NC
a	DT	I-NP	O	for	new	NC
new	JJ	I-NP	O	a	no-nonsense	NC
no-nonsense	JJ	I-NP	O	new	attitude	NC
attitude	NN	I-NP	O	no-nonsense	that	NC
that	WDT	B-NP	O	attitude	has	NC
has	VBZ	I-VP	O	that	made	NC
made	VBN	I-VP	O	has	life	NC
life	NN	I-NP	O	made	on	NC
on	IN	I-PP	O	life	the	NC
the	DT	I-NP	O	on	courts	NC
courts	NNS	I-NP	O	the	fun	NC
fun	JJ	I-ADJP	O	courts	again	NC
again	RB	I-ADVP	O	fun	.	NC
.	.	O	O	again	""""	NC
""""	""""	O	O	.	I	NC
I	PRP	I-NP	O	""""	think	C
think	VBP	I-VP	O	I	I	NC
I	PRP	I-NP	O	think	'm	C
'm	VBP	I-VP	O	I	much	NC
much	RB	I-ADJP	O	'm	more	NC
more	RBR	I-ADJP	O	much	focused	NC
focused	JJ	I-ADJP	O	more	on	NC
on	IN	I-PP	O	focused	what	NC
what	WP	I-NP	O	on	I	NC
I	PRP	B-NP	O	what	have	C
have	VBP	I-VP	O	I	to	NC
to	TO	I-VP	O	have	do	NC
do	VB	I-VP	O	to	,	NC
,	,	O	O	do	and	NC
and	CC	O	O	,	that	NC
that	DT	I-NP	O	and	's	NC
's	VBZ	I-VP	O	that	playing	NC
playing	VBG	I-VP	O	's	tennis	NC
tennis	NN	I-NP	O	playing	,	NC
,	,	O	O	tennis	""""	NC
""""	""""	O	O	,	Medvedev	NC
Medvedev	NNP	I-NP	PER	""""	said	C
said	VBD	I-VP	O	Medvedev	after	NC
after	IN	I-PP	O	said	routing	NC
routing	VBG	I-VP	O	after	Frenchman	NC
Frenchman	NNP	I-NP	MISC	routing	Jean-Philippe	C
Jean-Philippe	NNP	I-NP	PER	Frenchman	Fleurian	C
Fleurian	NNP	I-NP	PER	Jean-Philippe	6-2	C
6-2	NN	I-NP	O	Fleurian	6-0	NC
6-0	CD	I-NP	O	6-2	6-1	NC
6-1	JJ	I-ADJP	O	6-0	in	NC
in	IN	I-PP	O	6-1	the	NC
the	DT	I-NP	O	in	opening	NC
opening	NN	I-NP	O	the	round	NC
round	RB	I-ADVP	O	opening	of	NC
of	IN	I-PP	O	round	the	NC
the	DT	I-NP	O	of	U.S.	NC
U.S.	NNP	I-NP	MISC	the	Open	C
Open	NNP	I-NP	MISC	U.S.	.	C
.	.	O	O	Open	It	NC
It	PRP	I-NP	O	.	was	C
was	VBD	I-VP	O	It	Medvedev	NC
Medvedev	NNP	I-NP	PER	was	's	C
's	POS	B-NP	O	Medvedev	sixth	NC
sixth	JJ	I-NP	O	's	victory	NC
victory	NN	I-NP	O	sixth	in	NC
in	IN	I-PP	O	victory	a	NC
a	DT	I-NP	O	in	row	NC
row	NN	I-NP	O	a	after	NC
after	IN	I-PP	O	row	winning	NC
winning	VBG	I-VP	O	after	his	NC
his	PRP$	I-NP	O	winning	first	NC
first	JJ	I-NP	O	his	tournament	NC
tournament	NN	I-NP	O	first	of	NC
of	IN	I-PP	O	tournament	the	NC
the	DT	I-NP	O	of	year	NC
year	NN	I-NP	O	the	last	NC
last	JJ	B-NP	O	year	week	NC
week	NN	I-NP	O	last	at	NC
at	IN	I-PP	O	week	the	NC
the	DT	I-NP	O	at	Hamlet	NC
Hamlet	NNP	I-NP	MISC	the	Cup	C
Cup	NNP	I-NP	MISC	Hamlet	.	C
.	.	O	O	Cup	""""	NC
""""	""""	O	O	.	I	NC
I	PRP	I-NP	O	""""	realised	C
realised	VBD	I-VP	O	I	this	NC
this	DT	I-NP	O	realised	year	NC
year	NN	I-NP	O	this	,	NC
,	,	O	O	year	that	NC
that	IN	I-SBAR	O	,	without	NC
without	IN	I-PP	O	that	putting	NC
putting	VBG	I-VP	O	without	99.9	NC
99.9	CD	I-NP	O	putting	percent	NC
percent	NN	I-NP	O	99.9	of	NC
of	IN	I-PP	O	percent	your	NC
your	PRP$	I-NP	O	of	mind	NC
mind	NN	I-NP	O	your	into	NC
into	IN	I-PP	O	mind	tennis	NC
tennis	NN	I-NP	O	into	,	NC
,	,	O	O	tennis	I	NC
I	PRP	I-NP	O	,	do	C
do	VBP	I-VP	O	I	n't	NC
n't	RB	I-VP	O	do	think	NC
think	VB	I-VP	O	n't	you	NC
you	PRP	I-NP	O	think	can	NC
can	MD	I-VP	O	you	successful	NC
successful	VB	I-VP	O	can	,	NC
,	,	O	O	successful	""""	NC
""""	""""	O	O	,	said	NC
said	VBD	I-VP	O	""""	the	NC
the	DT	I-NP	O	said	22-year-old	NC
22-year-old	JJ	I-NP	O	the	Medvedev	NC
Medvedev	NNP	I-NP	PER	22-year-old	.	C
.	.	O	O	Medvedev	""""	NC
""""	""""	O	O	.	The	NC
The	DT	I-NP	O	""""	whole	C
whole	JJ	I-NP	O	The	day	NC
day	NN	I-NP	O	whole	I	NC
I	PRP	B-NP	O	day	'm	C
'm	VBP	I-VP	O	I	thinking	NC
thinking	VBG	I-VP	O	'm	abnout	NC
abnout	JJ	I-NP	O	thinking	tennis	NC
tennis	NN	I-NP	O	abnout	.	NC
.	.	O	O	tennis	I	NC
I	PRP	I-NP	O	.	felt	C
felt	VBD	I-VP	O	I	that	NC
that	IN	I-SBAR	O	felt	all	NC
all	PDT	I-NP	O	that	the	NC
the	DT	I-NP	O	all	other	NC
other	JJ	I-NP	O	the	things	NC
