token	pos	chunk	NER	previous	following	capitals
parliament	NN	I-NP	O	of	voted	NC
voted	VBD	I-VP	O	parliament	in	NC
in	IN	I-PP	O	voted	the	NC
the	DT	I-NP	O	in	second	NC
second	JJ	I-NP	O	the	round	NC
round	NN	I-NP	O	second	,	NC
,	,	O	O	round	with	NC
with	IN	I-PP	O	,	12	NC
12	CD	I-NP	O	with	abstentions	NC
abstentions	NNS	I-NP	O	12	and	NC
and	CC	O	O	abstentions	one	NC
one	CD	I-NP	O	and	ballot	NC
ballot	NN	I-NP	O	one	paper	NC
paper	NN	I-NP	O	ballot	invalid	NC
invalid	NN	I-NP	O	paper	.	NC
.	.	O	O	invalid	On	NC
On	IN	I-PP	O	.	Monday	C
Monday	NNP	I-NP	O	On	,	C
,	,	O	O	Monday	in	NC
in	IN	I-PP	O	,	the	NC
the	DT	I-NP	O	in	first	NC
first	JJ	I-NP	O	the	round	NC
round	NN	I-NP	O	first	of	NC
of	IN	I-PP	O	round	voting	NC
voting	NN	I-NP	O	of	,	NC
,	,	O	O	voting	Meri	NC
Meri	NNP	I-NP	PER	,	secured	C
secured	VBN	I-VP	O	Meri	45	NC
45	CD	I-NP	O	secured	votes	NC
votes	NNS	I-NP	O	45	and	NC
and	CC	O	O	votes	Ruutel	NC
Ruutel	NNP	I-NP	PER	and	34	C
34	CD	I-NP	O	Ruutel	.	NC
.	.	O	O	34	Meri	NC
Meri	NNP	I-NP	PER	.	's	C
's	POS	B-NP	O	Meri	popularity	NC
popularity	NN	I-NP	O	's	has	NC
has	VBZ	I-VP	O	popularity	suffered	NC
suffered	VBN	I-VP	O	has	in	NC
in	IN	I-PP	O	suffered	recent	NC
recent	JJ	I-NP	O	in	years	NC
years	NNS	I-NP	O	recent	,	NC
,	,	O	O	years	with	NC
with	IN	I-PP	O	,	politicians	NC
politicians	NNS	I-NP	O	with	criticising	NC
criticising	VBG	I-VP	O	politicians	him	NC
him	PRP	I-NP	O	criticising	for	NC
for	IN	I-PP	O	him	taking	NC
taking	VBG	I-VP	O	for	too	NC
too	RB	I-NP	O	taking	much	NC
much	JJ	I-NP	O	too	power	NC
power	NN	I-NP	O	much	and	NC
and	CC	O	O	power	acting	NC
acting	VBG	I-VP	O	and	without	NC
without	IN	I-PP	O	acting	consulting	NC
consulting	NN	I-NP	O	without	parliament	NC
parliament	NN	I-NP	O	consulting	.	NC
.	.	O	O	parliament	If	NC
If	IN	I-SBAR	O	.	a	C
a	DT	I-NP	O	If	third	NC
third	JJ	I-NP	O	a	round	NC
round	NN	I-NP	O	third	of	NC
of	IN	I-PP	O	round	voting	NC
voting	NN	I-NP	O	of	fails	NC
fails	VBZ	I-VP	O	voting	to	NC
to	TO	I-VP	O	fails	give	NC
give	VB	I-VP	O	to	either	NC
either	DT	I-NP	O	give	candidate	NC
candidate	NN	B-NP	O	either	68	NC
68	CD	I-NP	O	candidate	votes	NC
votes	NNS	I-NP	O	68	,	NC
,	,	O	O	votes	the	NC
the	DT	I-NP	O	,	parliamentary	NC
parliamentary	JJ	I-NP	O	the	speaker	NC
speaker	NN	I-NP	O	parliamentary	has	NC
has	VBZ	I-VP	O	speaker	to	NC
to	TO	I-VP	O	has	convene	NC
convene	VB	I-VP	O	to	an	NC
an	DT	I-NP	O	convene	electoral	NC
electoral	JJ	I-NP	O	an	college	NC
college	NN	I-NP	O	electoral	of	NC
of	IN	I-PP	O	college	all	NC
all	DT	I-NP	O	of	101	NC
101	CD	I-NP	O	all	MPs	NC
MPs	NNPS	I-NP	O	101	and	C
and	CC	O	O	MPs	273	NC
273	CD	I-NP	O	and	local	NC
local	JJ	I-NP	O	273	government	NC
government	NN	I-NP	O	local	representatives	NC
representatives	NNS	I-NP	O	government	for	NC
for	IN	I-PP	O	representatives	a	NC
a	DT	I-NP	O	for	new	NC
new	JJ	I-NP	O	a	vote	NC
vote	NN	I-NP	O	new	that	NC
that	WDT	B-NP	O	vote	could	NC
could	MD	I-VP	O	that	take	NC
take	VB	I-VP	O	could	up	NC
up	RP	I-PRT	O	take	to	NC
to	TO	I-PP	O	up	a	NC
a	DT	I-NP	O	to	month	NC
month	NN	I-NP	O	a	.	NC
.	.	O	O	month	Slovak	NC
Slovak	JJ	I-NP	MISC	.	women	C
women	NNS	I-NP	O	Slovak	visited	NC
visited	VBD	I-VP	O	women	Dutroux	NC
Dutroux	NNP	I-NP	PER	visited	,	C
,	,	I-NP	O	Dutroux	police	NC
police	NN	I-NP	O	,	say	NC
say	VBP	I-VP	O	police	.	NC
.	.	O	O	say	Peter	NC
Peter	NNP	I-NP	PER	.	Laca	C
Laca	NNP	I-NP	PER	Peter	BRATISLAVA	C
BRATISLAVA	NNP	I-NP	LOC	Laca	1996-08-27	C
1996-08-27	CD	I-NP	O	BRATISLAVA	Marc	NC
Marc	NNP	I-NP	PER	1996-08-27	Dutroux	C
Dutroux	NNP	I-NP	PER	Marc	,	C
,	,	O	O	Dutroux	the	NC
the	DT	I-NP	O	,	chief	NC
chief	NN	I-NP	O	the	accused	NC
accused	VBN	I-VP	O	chief	in	NC
in	IN	I-PP	O	accused	Belgium	NC
Belgium	NNP	I-NP	LOC	in	's	C
's	POS	B-NP	O	Belgium	sensational	NC
sensational	JJ	I-NP	O	's	child	NC
child	NN	I-NP	O	sensational	murder	NC
murder	NN	I-NP	O	child	and	NC
and	CC	I-NP	O	murder	sex	NC
sex	NN	I-NP	O	and	abuse	NC
abuse	NN	I-NP	O	sex	case	NC
case	NN	I-NP	O	abuse	,	NC
,	,	O	O	case	visited	NC
visited	VBD	I-VP	O	,	Slovakia	NC
Slovakia	NNP	I-NP	LOC	visited	a	C
a	DT	B-NP	O	Slovakia	number	NC
number	NN	I-NP	O	a	of	NC
of	IN	I-PP	O	number	times	NC
times	NNS	I-NP	O	of	and	NC
and	CC	O	O	times	about	NC
about	RB	I-NP	O	and	10	NC
10	CD	I-NP	O	about	young	NC
young	JJ	I-NP	O	10	Slovak	NC
Slovak	NNP	I-NP	MISC	young	women	C
women	NNS	I-NP	O	Slovak	went	NC
went	VBD	I-VP	O	women	to	NC
to	TO	I-PP	O	went	Belgium	NC
Belgium	NNP	I-NP	LOC	to	at	C
at	IN	I-PP	O	Belgium	his	NC
his	PRP$	I-NP	O	at	invitation	NC
invitation	NN	I-NP	O	his	,	NC
,	,	I-NP	O	invitation	police	NC
police	NN	I-NP	O	,	said	NC
said	VBD	I-VP	O	police	on	NC
on	IN	I-PP	O	said	Tuesday	NC
Tuesday	NNP	I-NP	O	on	.	C
.	.	O	O	Tuesday	But	NC
But	CC	O	O	.	they	C
they	PRP	I-NP	O	But	have	NC
have	VBP	I-VP	O	they	difficulty	NC
difficulty	NN	I-NP	O	have	remembering	NC
remembering	VBG	I-VP	O	difficulty	what	NC
what	WP	I-NP	O	remembering	happened	NC
happened	VBD	I-VP	O	what	there	NC
there	RB	I-ADVP	O	happened	,	NC
,	,	O	O	there	perhaps	NC
perhaps	RB	I-ADVP	O	,	because	NC
because	IN	I-PP	O	perhaps	of	NC
of	IN	I-PP	O	because	drugs	NC
drugs	NNS	I-NP	O	of	,	NC
,	,	O	O	drugs	and	NC
and	CC	O	O	,	are	NC
are	VBP	I-VP	O	and	unsure	NC
unsure	JJ	I-ADJP	O	are	whether	NC
whether	IN	I-SBAR	O	unsure	they	NC
they	PRP	I-NP	O	whether	were	NC
were	VBD	I-VP	O	they	filmed	NC
filmed	VBN	I-VP	O	were	for	NC
for	IN	I-PP	O	filmed	pornography	NC
pornography	NN	I-NP	O	for	,	NC
,	,	O	O	pornography	Rudolf	NC
Rudolf	NNP	I-NP	PER	,	Gajdos	C
Gajdos	NNP	I-NP	PER	Rudolf	,	C
,	,	O	O	Gajdos	head	NC
head	NN	I-NP	O	,	of	NC
of	IN	I-PP	O	head	the	NC
the	DT	I-NP	O	of	Slovak	NC
Slovak	NNP	I-NP	MISC	the	office	C
office	NN	I-NP	O	Slovak	of	NC
of	IN	I-PP	O	office	Interpol	NC
Interpol	NNP	I-NP	ORG	of	,	C
,	,	O	O	Interpol	told	NC
told	VBD	I-VP	O	,	Reuters	NC
Reuters	NNP	I-NP	ORG	told	.	C
.	.	O	O	Reuters	Although	NC
Although	IN	I-SBAR	O	.	Gajdos	C
Gajdos	NNP	I-NP	PER	Although	spoke	C
spoke	VBD	I-VP	O	Gajdos	of	NC
of	IN	I-PP	O	spoke	""""	NC
""""	""""	O	O	of	girls	NC
girls	NNS	I-NP	O	""""	""""	NC
""""	""""	O	O	girls	his	NC
his	PRP$	I-NP	O	""""	deputy	NC
deputy	NN	I-NP	O	his	,	NC
,	,	O	O	deputy	Eva	NC
Eva	NNP	I-NP	PER	,	Boudova	C
Boudova	NNP	I-NP	PER	Eva	,	C
,	,	O	O	Boudova	said	NC
said	VBD	I-VP	O	,	the	NC
the	DT	I-NP	O	said	case	NC
case	NN	I-NP	O	the	involved	NC
involved	VBN	I-VP	O	case	about	NC
about	IN	I-NP	O	involved	10	NC
10	CD	I-NP	O	about	young	NC
young	JJ	I-NP	O	10	women	NC
women	NNS	I-NP	O	young	in	NC
in	IN	I-PP	O	women	their	NC
their	PRP$	I-NP	O	in	early	NC
early	JJ	I-NP	O	their	20s	NC
20s	NNS	I-NP	O	early	.	NC
.	.	O	O	20s	""""	NC
""""	""""	O	O	.	The	NC
The	DT	I-NP	O	""""	police	C
police	NN	I-NP	O	The	interrogated	NC
interrogated	VBN	I-VP	O	police	several	NC
several	JJ	I-NP	O	interrogated	Slovak	NC
Slovak	NNP	I-NP	MISC	several	girls	C
girls	NNS	I-NP	O	Slovak	who	NC
who	WP	B-NP	O	girls	said	NC
said	VBD	I-VP	O	who	that	NC
that	IN	I-SBAR	O	said	they	NC
they	PRP	I-NP	O	that	had	NC
had	VBD	I-VP	O	they	been	NC
been	VBN	I-VP	O	had	invited	NC
invited	VBN	I-VP	O	been	by	NC
by	IN	I-PP	O	invited	Mark	NC
Mark	NNP	I-NP	PER	by	Dutroux	C
Dutroux	NNP	I-NP	PER	Mark	to	C
to	TO	I-VP	O	Dutroux	visit	NC
visit	VB	I-VP	O	to	Belgium	NC
Belgium	NNP	I-NP	LOC	visit	,	C
,	,	O	O	Belgium	""""	NC
""""	""""	O	O	,	Gajdos	NC
Gajdos	NNP	I-NP	PER	""""	said	C
said	VBD	I-VP	O	Gajdos	.	NC
.	.	O	O	said	""""	NC
""""	""""	O	O	.	The	NC
The	DT	I-NP	O	""""	girls	C
girls	NNS	I-NP	O	The	said	NC
said	VBD	I-VP	O	girls	they	NC
they	PRP	I-NP	O	said	went	NC
went	VBD	I-VP	O	they	to	NC
to	TO	I-PP	O	went	Belgium	NC
Belgium	NNP	I-NP	LOC	to	voluntarily	C
voluntarily	RB	I-VP	O	Belgium	and	NC
and	CC	I-VP	O	voluntarily	the	NC
the	DT	I-NP	O	and	police	NC
police	NN	I-NP	O	the	suspect	NC
suspect	NN	I-NP	O	police	that	NC
that	IN	I-SBAR	O	suspect	they	NC
they	PRP	I-NP	O	that	were	NC
were	VBD	I-VP	O	they	used	NC
used	VBN	I-VP	O	were	to	NC
to	TO	I-VP	O	used	act	NC
act	VB	I-VP	O	to	in	NC
in	IN	I-PP	O	act	pornographic	NC
pornographic	JJ	I-NP	O	in	films	NC
films	NNS	I-NP	O	pornographic	.	NC
.	.	O	O	films	""""	NC
""""	""""	O	O	.	""""	NC
""""	""""	O	O	""""	The	NC
The	DT	I-NP	O	""""	police	C
police	NN	I-NP	O	The	suspect	NC
suspect	NN	I-NP	O	police	(	NC
(	(	O	O	suspect	the	NC
the	DT	I-NP	O	(	girls	NC
girls	NNS	I-NP	O	the	)	NC
)	)	O	O	girls	were	NC
were	VBD	I-VP	O	)	under	NC
under	IN	I-PP	O	were	the	NC
the	DT	I-NP	O	under	influence	NC
influence	NN	I-NP	O	the	of	NC
of	IN	I-PP	O	influence	drugs	NC
drugs	NNS	I-NP	O	of	as	NC
as	IN	I-PP	O	drugs	some	NC
some	DT	I-NP	O	as	girls	NC
girls	NNS	I-NP	O	some	admitted	NC
admitted	VBD	I-VP	O	girls	they	NC
they	PRP	I-NP	O	admitted	took	NC
took	VBD	I-VP	O	they	unspecified	NC
unspecified	JJ	I-NP	O	took	pills	NC
pills	NNS	I-NP	O	unspecified	.	NC
.	.	O	O	pills	""""	NC
""""	""""	O	O	.	""""	NC
""""	""""	O	O	""""	We	NC
We	PRP	I-NP	O	""""	have	C
have	VBP	I-VP	O	We	suspicions	NC
suspicions	NNS	I-NP	O	have	of	NC
of	IN	I-PP	O	suspicions	a	NC
a	DT	I-NP	O	of	rape	NC
rape	NN	I-NP	O	a	,	NC
,	,	O	O	rape	but	NC
but	CC	O	O	,	the	NC
the	DT	I-NP	O	but	police	NC
police	NN	I-NP	O	the	still	NC
still	RB	I-ADVP	O	police	have	NC
have	VBP	I-VP	O	still	to	NC
to	TO	I-VP	O	have	find	NC
find	VB	I-VP	O	to	the	NC
the	DT	I-NP	O	find	victim	NC
victim	NN	I-NP	O	the	,	NC
,	,	O	O	victim	""""	NC
""""	""""	O	O	,	Gajdos	NC
Gajdos	NNP	I-NP	PER	""""	added	C
added	VBD	I-VP	O	Gajdos	.	NC
.	.	O	O	added	Dutroux	NC
Dutroux	NNP	I-NP	PER	.	's	C
's	POS	B-NP	O	Dutroux	last	NC
last	JJ	I-NP	O	's	visit	NC
visit	NN	I-NP	O	last	to	NC
to	TO	I-PP	O	visit	Slovakia	NC
Slovakia	NNP	I-NP	LOC	to	was	C
was	VBD	I-VP	O	Slovakia	reported	NC
reported	VBN	I-VP	O	was	to	NC
to	TO	I-VP	O	reported	have	NC
have	VB	I-VP	O	to	been	NC
been	VBN	I-VP	O	have	as	NC
as	IN	I-PP	O	been	recent	NC
recent	JJ	O	O	as	as	NC
as	RB	I-CONJP	O	recent	July	NC
July	NNP	I-NP	O	as	.	C
.	.	O	O	July	Slovak	NC
Slovak	JJ	I-NP	MISC	.	police	C
police	NN	I-NP	O	Slovak	are	NC
are	VBP	I-VP	O	police	also	NC
also	RB	I-VP	O	are	cooperating	NC
cooperating	VBG	I-VP	O	also	with	NC
with	IN	I-PP	O	cooperating	Belgium	NC
Belgium	NNP	I-NP	LOC	with	in	C
in	IN	I-PP	O	Belgium	the	NC
the	DT	I-NP	O	in	search	NC
search	NN	I-NP	O	the	for	NC
for	IN	I-PP	O	search	An	NC
An	DT	I-NP	PER	for	Marchal	C
Marchal	NNP	I-NP	PER	An	and	C
and	CC	I-NP	O	Marchal	Eefje	NC
Eefje	NNP	I-NP	PER	and	Lambrecks	C
Lambrecks	NNP	I-NP	PER	Eefje	,	C
,	,	O	O	Lambrecks	who	NC
who	WP	I-NP	O	,	went	NC
went	VBD	I-VP	O	who	missing	NC
missing	VBG	I-VP	O	went	last	NC
last	JJ	I-NP	O	missing	August	NC
August	NNP	I-NP	O	last	.	C
.	.	O	O	August	Dutroux	NC
Dutroux	JJ	I-ADJP	PER	.	,	C
,	,	O	O	Dutroux	39	NC
39	CD	I-NP	O	,	,	NC
,	,	O	O	39	who	NC
who	WP	I-NP	O	,	was	NC
was	VBD	I-VP	O	who	charged	NC
charged	VBN	I-VP	O	was	last	NC
last	JJ	I-NP	O	charged	week	NC
week	NN	I-NP	O	last	with	NC
with	IN	I-PP	O	week	the	NC
the	DT	I-NP	O	with	abduction	NC
abduction	NN	I-NP	O	the	and	NC
and	CC	O	O	abduction	illegal	NC
illegal	JJ	I-NP	O	and	imprisonment	NC
imprisonment	NN	I-NP	O	illegal	of	NC
of	IN	I-PP	O	imprisonment	two	NC
two	CD	I-NP	O	of	other	NC
other	JJ	I-NP	O	two	girls	NC
girls	NNS	I-NP	O	other	aged	NC
aged	VBN	I-VP	O	girls	14	NC
14	CD	I-NP	O	aged	and	NC
and	CC	I-NP	O	14	12	NC
12	CD	I-NP	O	and	,	NC
,	,	O	O	12	is	NC
is	VBZ	I-VP	O	,	one	NC
one	CD	I-NP	O	is	of	NC
of	IN	I-PP	O	one	several	NC
several	JJ	I-NP	O	of	suspects	NC
suspects	NNS	I-NP	O	several	in	NC
in	IN	I-PP	O	suspects	the	NC
the	DT	I-NP	O	in	Marchal	NC
Marchal	NNP	I-NP	PER	the	and	C
and	CC	I-NP	O	Marchal	Lambrecks	NC
Lambrecks	NNP	I-NP	PER	and	case	C
case	NN	I-NP	O	Lambrecks	.	NC
.	.	O	O	case	Last	NC
Last	JJ	I-NP	O	.	Saturday	C
Saturday	NNP	I-NP	O	Last	he	C
he	PRP	B-NP	O	Saturday	led	NC
led	VBD	I-VP	O	he	police	NC
police	NNS	I-NP	O	led	to	NC
to	TO	I-PP	O	police	the	NC
the	DT	I-NP	O	to	bodies	NC
bodies	NNS	I-NP	O	the	of	NC
of	IN	I-PP	O	bodies	two	NC
two	CD	I-NP	O	of	other	NC
other	JJ	I-NP	O	two	girls	NC
girls	NNS	I-NP	O	other	,	NC
,	,	O	O	girls	aged	NC
aged	VBN	I-ADJP	O	,	eight	NC
eight	CD	I-NP	O	aged	,	NC
,	,	O	O	eight	who	NC
who	WP	I-NP	O	,	died	NC
died	VBD	I-VP	O	who	of	NC
of	IN	I-PP	O	died	starvation	NC
starvation	NN	I-NP	O	of	this	NC
this	DT	B-NP	O	starvation	year	NC
year	NN	I-NP	O	this	after	NC
after	IN	I-PP	O	year	their	NC
their	PRP$	I-NP	O	after	abduction	NC
abduction	NN	I-NP	O	their	in	NC
in	IN	I-PP	O	abduction	June	NC
June	NNP	I-NP	O	in	,	C
,	,	O	O	June	1995	NC
1995	CD	I-NP	O	,	.	NC
.	.	O	O	1995	The	NC
The	DT	I-NP	O	.	Czech	C
Czech	JJ	I-NP	MISC	The	office	C
office	NN	I-NP	O	Czech	of	NC
of	IN	I-PP	O	office	Interpol	NC
Interpol	NNP	I-NP	ORG	of	said	C
